,Unnamed: 0,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Defender_rating,home_Defender_rating,away_Attacker_rating,home_Attacker_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,away_Midfielder_rating,home_Midfielder_rating,HEAD_2_HEAD_HOME_TEAM_WINS,HEAD_2_HEAD_HOME_TEAM_LOSS,HEAD_2_HEAD_DRAW,HOME_WIN_RATE,HOME_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE,AWAY_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE_AT_THIS_GROUND
0,145,493017,8203,9987,2008/2009,2009-02-27,HOME_WIN,61.0,53.33333333333334,68.25,59.0,62.0,58.0,63.0,64.2,,,,,,,,
1,153,493025,9984,8342,2008/2009,2009-03-08,AWAY_WIN,67.33333333333333,64.0,70.5,66.0,73.0,64.0,68.0,66.66666666666667,,,,,,,,
2,155,493027,8635,10000,2008/2009,2009-03-07,HOME_WIN,56.66666666666666,70.5,58.0,67.0,61.0,67.0,64.0,74.0,,,,,,,,
3,162,493034,8203,8635,2008/2009,2009-03-13,HOME_WIN,69.25,55.0,69.5,62.33333333333334,67.0,61.0,74.0,65.5,,,,1.0,1.0,,,
4,168,493040,10000,9999,2008/2009,2009-03-14,DRAW,58.5,61.33333333333334,64.0,58.0,64.0,61.0,60.33333333333334,64.0,,,,,,,,
5,173,493045,9991,10000,2008/2009,2009-03-22,HOME_WIN,55.0,66.66666666666667,57.0,67.5,61.0,71.0,64.0,70.4,,,,,,0.0,0.0,
6,176,493048,9999,8203,2008/2009,2009-03-21,HOME_WIN,55.0,58.5,62.33333333333334,64.0,61.0,64.0,65.5,60.0,,,,,,,,
7,189,493061,8635,8342,2008/2009,2009-04-12,HOME_WIN,67.33333333333333,71.25,70.5,69.0,73.0,67.0,68.8,73.4,,,,1.0,1.0,1.0,1.0,
8,190,493062,9999,9987,2008/2009,2009-04-10,HOME_WIN,65.5,58.5,66.75,64.0,62.0,64.0,65.0,59.5,,,,1.0,1.0,0.0,0.0,
9,217,493080,9984,9987,2008/2009,2009-04-26,AWAY_WIN,65.6,63.33333333333334,70.0,62.0,62.0,64.0,66.0,66.33333333333333,,,,0.0,0.0,0.0,0.0,
10,219,493082,9999,9991,2008/2009,2009-04-26,AWAY_WIN,66.0,58.5,69.0,65.5,71.0,64.0,69.6,59.83333333333334,,,,1.0,1.0,,,
11,226,493089,10000,9985,2008/2009,2009-05-02,DRAW,71.0,58.25,56.0,58.0,63.0,61.0,72.33333333333333,64.2,,,,0.0,0.0,,,
12,229,493092,9991,9984,2008/2009,2009-05-02,HOME_WIN,63.33333333333334,67.33333333333333,62.0,68.0,64.0,71.0,65.66666666666667,68.5,,,,1.0,1.0,,,
13,231,493094,10001,9999,2008/2009,2009-05-02,HOME_WIN,58.5,63.0,65.0,66.0,64.0,67.0,59.85714285714285,64.5,,,,,,0.0,0.0,
14,234,493097,9985,8342,2008/2009,2009-05-09,HOME_WIN,66.5,68.66666666666667,66.5,74.0,73.0,63.0,68.75,72.33333333333333,,,,,,0.5,0.5,
15,240,493103,8635,9999,2008/2009,2009-05-09,HOME_WIN,60.0,69.2,64.0,69.5,64.0,67.0,60.0,74.0,,,,1.0,1.0,0.0,0.0,
16,242,493105,9984,10001,2008/2009,2009-05-09,HOME_WIN,63.0,63.33333333333334,66.0,62.0,67.0,62.0,64.5,66.66666666666667,,,,0.0,0.0,,,
17,243,493106,9987,8635,2008/2009,2009-05-16,AWAY_WIN,71.25,66.2,69.0,66.66666666666667,67.0,62.0,73.4,63.0,,,,,,0.0,0.0,
18,244,493107,9991,9985,2008/2009,2009-05-16,AWAY_WIN,66.6,67.0,74.0,69.0,63.0,71.0,74.5,70.25,,,,1.0,1.0,0.0,0.0,
19,308,665321,9984,9991,2009/2010,2009-08-02,AWAY_WIN,67.5,64.33333333333333,69.5,65.0,71.0,64.0,67.75,66.83333333333333,0.0,1.0,0.0,0.3333333333333333,,1.0,,
20,309,665322,9994,10000,2009/2010,2009-08-01,DRAW,63.5,64.66666666666667,63.0,68.5,67.0,73.0,67.4,66.6,,,,,,0.0,,
21,310,665323,8571,8635,2009/2010,2009-08-01,AWAY_WIN,71.0,0.0,71.5,66.0,71.0,64.0,73.25,62.625,,,,,,0.5,,
22,313,665411,8342,8635,2009/2010,2009-10-04,HOME_WIN,69.0,68.33333333333333,71.5,70.0,71.0,73.0,71.75,67.2,0.0,1.0,0.0,0.5,0.5,0.75,1.0,
23,317,665417,8203,9994,2009/2010,2009-10-03,HOME_WIN,64.66666666666667,57.5,67.33333333333333,65.5,61.0,70.0,66.5,64.0,,,,1.0,1.0,0.0,0.0,
24,319,665421,9993,10001,2009/2010,2009-10-03,HOME_WIN,65.0,64.5,63.5,62.5,67.0,64.0,62.0,69.25,,,,0.5,0.5,0.0,0.0,
25,320,665425,8342,9991,2009/2010,2009-10-18,HOME_WIN,67.66666666666667,68.5,69.5,68.5,71.0,73.0,68.4,68.25,,,,0.6,0.6,0.4,0.25,
26,322,665427,9987,8203,2009/2010,2009-10-18,AWAY_WIN,57.66666666666666,65.0,65.5,68.0,70.0,64.0,64.4,66.75,0.0,1.0,0.0,0.0,0.0,0.2,0.25,
27,323,665429,10000,9993,2009/2010,2009-10-17,HOME_WIN,64.5,63.66666666666666,62.5,63.66666666666666,64.0,67.0,69.25,68.0,,,,0.0,0.0,0.3333333333333333,0.3333333333333333,
28,324,665430,9994,9984,2009/2010,2009-10-17,DRAW,65.0,65.0,64.5,68.0,62.0,73.0,67.0,66.2,,,,0.0,0.0,0.0,0.0,
29,326,665435,10001,9985,2009/2010,2009-10-17,HOME_WIN,68.5,63.5,77.0,64.0,70.0,67.0,72.8,62.8,,,,0.25,0.0,0.5,0.5,
30,327,665438,9985,10000,2009/2010,2009-10-24,DRAW,63.33333333333334,70.0,63.66666666666666,67.0,67.0,63.0,68.0,72.5,0.0,0.0,1.0,0.6666666666666666,0.5,0.16666666666666666,0.25,
31,330,665443,9984,8571,2009/2010,2009-10-24,DRAW,63.5,65.0,64.0,65.0,64.0,62.0,63.66666666666666,65.83333333333333,,,,0.25,0.2,0.25,0.25,
32,332,665445,8203,8635,2009/2010,2009-10-25,AWAY_WIN,67.75,57.66666666666666,74.0,65.5,71.0,70.0,72.8,64.4,1.0,0.0,0.0,1.0,1.0,0.6,0.6666666666666666,0.0
33,335,665536,8635,9994,2009/2010,2009-10-31,HOME_WIN,57.5,68.6,67.5,74.0,61.0,71.0,66.16666666666667,70.5,,,,0.75,0.6,0.0,0.0,
34,338,665541,9991,9993,2009/2010,2009-11-01,AWAY_WIN,65.0,67.66666666666667,62.5,69.5,64.0,71.0,68.33333333333333,67.6,,,,0.8333333333333334,1.0,0.25,0.25,
35,339,665543,8571,8203,2009/2010,2009-10-31,HOME_WIN,57.66666666666666,63.33333333333334,65.5,64.0,70.0,64.0,64.4,64.2,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,
36,341,665548,9985,8342,2009/2010,2009-11-08,HOME_WIN,67.6,66.2,69.0,77.0,73.0,70.0,68.25,72.25,1.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.6666666666666666,0.0
37,344,665554,9984,10001,2009/2010,2009-11-07,HOME_WIN,65.0,64.0,64.0,65.0,67.0,62.0,62.75,66.8,1.0,0.0,0.0,0.2222222222222222,0.16666666666666666,0.0,0.0,0.0
38,345,665556,9994,8571,2009/2010,2009-11-07,DRAW,63.33333333333334,0.0,64.0,67.66666666666667,64.0,61.0,64.2,66.14285714285714,,,,0.0,0.0,0.2,0.2,
39,349,665570,8635,9999,2009/2010,2009-11-21,HOME_WIN,60.0,68.6,62.5,73.5,64.0,71.0,61.33333333333334,73.66666666666667,1.0,0.0,0.0,0.7777777777777778,0.6666666666666666,0.0,0.0,0.0
40,351,665574,10000,8203,2009/2010,2009-11-22,HOME_WIN,59.33333333333334,60.66666666666666,65.5,64.0,70.0,67.0,63.8,67.2,,,,0.16666666666666666,0.25,0.2857142857142857,0.3333333333333333,
41,352,665575,9991,9985,2009/2010,2009-11-21,HOME_WIN,66.75,66.66666666666667,71.5,69.0,70.0,71.0,74.5,68.25,0.0,1.0,0.0,0.7142857142857143,0.75,0.42857142857142855,0.4,1.0
42,356,665586,8635,8571,2009/2010,2009-11-27,HOME_WIN,63.66666666666666,70.6,66.0,72.66666666666667,67.0,71.0,65.0,72.5,1.0,0.0,0.0,0.8,0.7142857142857143,0.16666666666666666,0.16666666666666666,
43,359,665591,9991,9984,2009/2010,2009-11-28,HOME_WIN,64.0,68.0,0.0,70.0,62.0,71.0,65.33333333333333,69.5,1.0,0.0,0.0,0.75,0.8,0.0,0.0,0.0
44,361,665596,9993,9999,2009/2010,2009-11-28,HOME_WIN,61.5,65.6,66.0,67.5,64.0,66.0,63.0,69.0,,,,0.6,0.6,0.0,0.0,
45,362,665598,9985,9993,2009/2010,2009-12-05,DRAW,65.6,70.66666666666667,67.5,69.0,66.0,71.0,69.0,74.0,0.0,0.0,1.0,0.6,0.5,0.4,0.4,
46,365,665603,9984,8635,2009/2010,2009-12-06,AWAY_WIN,70.6,63.75,72.0,64.0,71.0,64.0,74.0,66.8,0.0,1.0,0.0,0.3,0.2857142857142857,0.6666666666666666,0.75,
47,366,665604,9994,8342,2009/2010,2009-12-06,AWAY_WIN,69.4,66.0,70.0,68.0,72.0,61.0,70.5,65.57142857142857,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.5,
48,372,665619,10000,9984,2009/2010,2009-12-13,HOME_WIN,64.4,61.0,0.0,67.0,64.0,67.0,65.8,68.0,0.0,0.0,1.0,0.2857142857142857,0.4,0.0,0.0,
49,376,665626,8635,8342,2009/2010,2010-02-03,HOME_WIN,69.6,70.6,70.0,73.0,72.0,71.0,70.25,74.0,0.5,0.5,0.0,0.8333333333333334,0.7777777777777778,0.5,0.5714285714285714,0.0
50,379,665632,9994,9991,2009/2010,2009-12-19,AWAY_WIN,68.0,66.0,69.0,68.0,71.0,61.0,69.5,65.57142857142857,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.2,
51,380,665633,8571,10001,2009/2010,2009-12-19,DRAW,63.0,64.0,64.0,65.5,67.0,67.0,62.75,65.33333333333333,0.0,0.0,1.0,0.5,0.5,0.0,0.0,
52,381,665634,8203,9993,2009/2010,2010-02-02,HOME_WIN,65.5,60.5,67.5,65.66666666666667,66.0,62.0,69.0,65.33333333333333,1.0,0.0,0.0,0.6666666666666666,0.5,0.25,0.25,
53,383,665326,8342,9994,2009/2010,2009-08-09,HOME_WIN,64.0,67.66666666666667,68.5,70.0,73.0,73.0,66.71428571428571,69.0,,,,,,,,
54,384,665327,8635,9984,2009/2010,2009-08-08,HOME_WIN,64.33333333333333,71.0,67.5,71.5,62.0,71.0,66.2,74.5,,,,1.0,,0.0,,
55,386,665329,10000,9987,2009/2010,2009-08-08,DRAW,65.25,63.66666666666666,65.5,64.0,64.0,67.0,65.0,67.4,,,,0.0,,0.3333333333333333,,
56,387,665330,9991,8203,2009/2010,2009-08-09,HOME_WIN,60.33333333333334,67.0,67.0,70.0,61.0,71.0,64.5,68.16666666666667,,,,0.6666666666666666,,0.0,,
57,388,665332,10001,8571,2009/2010,2009-08-08,DRAW,63.0,63.0,67.0,63.0,64.0,67.0,63.125,63.25,,,,1.0,,,,
58,389,665333,9993,9985,2009/2010,2009-08-07,DRAW,69.33333333333333,64.75,69.33333333333333,69.0,70.0,64.0,75.5,69.6,,,,,,0.5,,
59,390,665639,8342,9984,2009/2010,2009-12-26,HOME_WIN,64.75,69.5,64.0,70.0,64.0,72.0,65.6,70.8,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,
60,391,665641,9985,9994,2009/2010,2009-12-26,HOME_WIN,64.66666666666667,67.6,68.0,72.33333333333333,61.0,71.0,66.2,71.5,1.0,0.0,0.0,0.5,0.4,0.0,0.0,
61,395,665647,9991,8635,2009/2010,2009-12-27,DRAW,70.6,68.0,73.0,68.66666666666667,71.0,71.0,74.0,69.4,0.0,0.0,1.0,0.7777777777777778,0.8333333333333334,0.7142857142857143,0.8,
62,397,665653,8635,10000,2009/2010,2009-12-30,HOME_WIN,64.0,70.6,67.0,72.66666666666667,67.0,71.0,68.0,74.0,1.0,0.0,0.0,0.8181818181818182,0.75,0.14285714285714285,0.2,0.0
63,399,665655,9984,9985,2009/2010,2009-12-29,HOME_WIN,68.0,64.5,72.5,64.0,71.0,64.0,71.5,65.6,0.0,0.0,1.0,0.2727272727272727,0.25,0.375,0.3333333333333333,
64,400,665657,9994,9993,2009/2010,2009-12-30,HOME_WIN,65.16666666666667,65.0,67.5,67.0,66.0,61.0,68.5,65.83333333333333,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,
65,401,665659,8571,8342,2009/2010,2009-12-30,AWAY_WIN,69.4,63.66666666666666,70.0,66.0,72.0,67.0,70.25,64.5,0.0,0.0,1.0,0.4,0.4,0.5,0.6,
66,405,665666,9985,8635,2009/2010,2010-01-17,AWAY_WIN,70.6,69.5,73.0,74.5,71.0,71.0,74.0,72.25,0.0,0.0,1.0,0.5714285714285714,0.5,0.625,0.6666666666666666,
67,410,665672,9993,9984,2009/2010,2010-01-17,AWAY_WIN,64.66666666666667,65.6,64.0,67.5,64.0,66.0,65.2,69.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,
68,411,665674,9987,8342,2009/2010,2010-01-24,HOME_WIN,69.33333333333333,63.75,70.0,66.33333333333333,72.0,67.0,70.33333333333333,65.66666666666667,0.0,0.0,1.0,0.0,0.0,0.5555555555555556,0.6666666666666666,
69,412,665675,10000,9997,2009/2010,2010-01-23,HOME_WIN,62.5,64.0,63.0,65.5,67.0,67.0,63.6,68.0,,,,0.375,0.5,,,
70,414,665679,9994,9999,2009/2010,2010-01-23,AWAY_WIN,60.66666666666666,65.0,64.66666666666667,65.5,64.0,61.0,62.25,65.83333333333333,,,,0.14285714285714285,0.14285714285714285,0.0,0.0,
71,415,665680,8571,9993,2009/2010,2010-01-23,HOME_WIN,65.2,63.5,67.5,65.5,66.0,67.0,69.0,64.33333333333333,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.2857142857142857,
72,416,665681,8203,9985,2009/2010,2010-01-24,DRAW,70.0,60.33333333333334,74.5,65.66666666666667,71.0,62.0,72.0,63.75,0.0,1.0,0.0,0.8,0.6666666666666666,0.3333333333333333,0.2857142857142857,
73,418,665686,9985,8571,2009/2010,2010-01-31,HOME_WIN,63.5,72.5,65.5,70.0,67.0,71.0,63.83333333333334,73.16666666666667,1.0,0.0,0.0,0.5,0.42857142857142855,0.14285714285714285,0.14285714285714285,
74,419,665687,9997,10001,2009/2010,2010-02-03,AWAY_WIN,65.5,62.5,65.0,63.0,67.0,67.0,63.2,63.6,,,,,,0.0,0.0,
75,421,665689,9991,10000,2009/2010,2010-01-31,AWAY_WIN,64.0,66.66666666666667,67.0,70.0,67.0,71.0,68.0,68.8,1.0,0.0,0.0,0.7,0.7142857142857143,0.125,0.16666666666666666,0.0
76,424,665695,9993,8635,2009/2010,2010-01-29,AWAY_WIN,70.75,65.6,73.0,67.66666666666667,71.0,66.0,72.25,69.0,0.0,1.0,0.0,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.7142857142857143,
77,425,665698,8635,9997,2009/2010,2010-02-06,AWAY_WIN,61.75,70.25,63.0,75.0,67.0,71.0,63.6,72.0,,,,0.8461538461538461,0.8,0.0,0.0,
78,426,665699,9987,9985,2009/2010,2010-02-07,HOME_WIN,70.6,65.5,77.0,68.33333333333333,71.0,67.0,74.5,65.66666666666667,,,,0.2,0.25,0.3,0.25,
79,427,665700,10000,8342,2009/2010,2010-02-07,DRAW,69.16666666666667,64.0,70.0,65.5,72.0,67.0,71.0,66.8,0.0,1.0,0.0,0.4444444444444444,0.5714285714285714,0.45454545454545453,0.5,
80,428,665702,9984,9999,2009/2010,2010-02-06,HOME_WIN,60.66666666666666,64.75,64.66666666666667,62.0,64.0,64.0,62.25,64.4,,,,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.25,
81,429,665704,9994,8203,2009/2010,2010-02-06,HOME_WIN,60.33333333333334,66.0,66.0,65.0,62.0,73.0,64.16666666666667,66.42857142857143,0.0,1.0,0.0,0.125,0.125,0.25,0.2857142857142857,
82,432,665712,9985,10001,2009/2010,2010-02-14,HOME_WIN,64.66666666666667,70.33333333333333,65.0,72.0,67.0,71.0,63.2,72.33333333333333,0.0,1.0,0.0,0.5555555555555556,0.5,0.16666666666666666,0.2,
83,434,665719,9984,9994,2009/2010,2010-03-06,HOME_WIN,64.0,64.75,65.0,64.0,73.0,64.0,66.16666666666667,66.6,0.0,0.0,1.0,0.42857142857142855,0.45454545454545453,0.0,0.0,
84,435,665721,9991,8342,2009/2010,2010-02-14,DRAW,69.66666666666667,68.0,69.0,69.0,72.0,71.0,68.0,68.8,0.0,1.0,0.0,0.6363636363636364,0.625,0.4166666666666667,0.4444444444444444,
85,438,665727,9993,10000,2009/2010,2010-03-07,DRAW,64.0,64.85714285714286,67.0,69.0,67.0,66.0,65.85714285714286,70.0,0.0,1.0,0.0,0.5,0.5,0.2222222222222222,0.2857142857142857,
86,439,665728,8342,9985,2009/2010,2010-02-21,HOME_WIN,65.66666666666667,69.6,74.5,69.0,71.0,72.0,74.2,70.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.2727272727272727,0.2222222222222222,
87,440,665729,8635,8203,2009/2010,2010-02-21,HOME_WIN,60.66666666666666,70.25,66.5,72.0,62.0,71.0,64.8,72.8,0.5,0.5,0.0,0.7857142857142857,0.7272727272727273,0.2222222222222222,0.25,
88,441,665730,9987,9994,2009/2010,2010-02-19,HOME_WIN,66.0,65.5,65.0,68.33333333333333,73.0,67.0,66.42857142857143,65.66666666666667,,,,0.3333333333333333,0.4,0.0,0.0,
89,444,665733,8571,9984,2009/2010,2010-02-20,HOME_WIN,64.75,64.0,62.0,65.5,64.0,60.5,66.2,65.2,0.0,0.0,1.0,0.42857142857142855,0.42857142857142855,0.125,0.14285714285714285,
90,446,665737,9997,8342,2009/2010,2010-02-28,DRAW,69.6,61.75,70.0,63.0,72.0,67.0,70.0,63.6,,,,0.0,0.0,0.38461538461538464,0.4,
91,448,665739,9984,9987,2009/2010,2010-02-27,HOME_WIN,65.5,64.75,68.0,64.0,57.0,64.0,65.66666666666667,65.8,0.0,1.0,0.0,0.38461538461538464,0.4,0.2,0.0,1.0
92,450,665741,8203,8571,2009/2010,2010-02-27,DRAW,63.66666666666666,60.66666666666666,65.5,66.5,67.0,62.0,65.2,64.8,0.0,1.0,0.0,0.7142857142857143,0.6,0.125,0.125,
93,454,665745,8635,9987,2009/2010,2010-03-14,HOME_WIN,63.75,70.5,68.66666666666667,73.0,67.0,72.0,67.0,73.25,1.0,0.0,0.0,0.8,0.75,0.16666666666666666,0.0,
94,456,665749,10000,9985,2009/2010,2010-03-14,DRAW,69.5,64.0,74.0,67.0,71.0,67.0,72.0,67.83333333333333,0.0,0.0,1.0,0.4,0.5,0.25,0.2,0.0
95,458,665753,8571,9994,2009/2010,2010-03-14,HOME_WIN,64.5,63.66666666666666,64.5,65.5,73.0,67.0,66.33333333333333,65.2,0.0,0.0,1.0,0.5,0.5,0.0,0.0,
96,459,665757,10001,9984,2009/2010,2010-03-14,HOME_WIN,64.75,64.66666666666667,64.0,59.5,64.0,67.0,66.6,63.6,0.0,1.0,0.0,0.4,0.25,0.1111111111111111,0.125,
97,460,665334,8635,10001,2009/2010,2009-08-15,HOME_WIN,63.25,71.0,62.0,73.0,67.0,71.0,63.25,72.8,,,,1.0,1.0,0.0,,
98,461,665335,9987,9991,2009/2010,2009-08-15,DRAW,67.0,64.25,69.0,65.5,71.0,64.0,68.6,66.75,,,,0.0,,1.0,1.0,
99,463,665337,9984,10000,2009/2010,2009-08-15,DRAW,63.33333333333334,64.33333333333333,64.0,67.5,67.0,62.0,67.4,66.0,,,,0.25,0.0,0.0,0.0,
100,465,665340,8203,8342,2009/2010,2009-08-15,HOME_WIN,67.2,60.33333333333334,68.0,65.5,73.0,61.0,68.25,64.2,,,,1.0,,0.3333333333333333,,
101,468,665763,9987,8571,2009/2010,2010-03-21,DRAW,63.66666666666666,65.66666666666667,65.5,63.66666666666666,67.0,67.0,65.2,65.5,,,,0.42857142857142855,0.5,0.1111111111111111,0.1111111111111111,
102,469,665767,9984,9997,2009/2010,2010-03-21,HOME_WIN,64.25,65.0,63.0,64.5,58.0,64.0,64.6,67.5,,,,0.4666666666666667,0.5,0.5,0.5,
103,471,665771,8203,10000,2009/2010,2010-03-21,HOME_WIN,63.33333333333334,61.33333333333334,67.0,66.5,67.0,62.0,66.4,65.8,0.0,1.0,0.0,0.625,0.5,0.2,0.25,
104,473,665775,9993,8342,2009/2010,2010-03-21,AWAY_WIN,69.75,65.0,68.5,66.5,72.0,66.0,69.25,68.0,,,,0.4444444444444444,0.4444444444444444,0.35714285714285715,0.36363636363636365,
105,474,665342,8342,8571,2009/2010,2009-08-23,DRAW,63.0,67.25,66.0,68.0,64.0,73.0,63.66666666666666,67.33333333333333,,,,1.0,1.0,0.0,0.0,
106,477,665345,10000,8635,2009/2010,2009-08-22,AWAY_WIN,69.75,63.5,0.0,63.0,71.0,67.0,72.5,67.4,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,
107,478,665346,9991,9994,2009/2010,2009-08-22,HOME_WIN,64.66666666666667,66.66666666666667,68.5,69.0,73.0,71.0,66.6,68.75,,,,0.75,1.0,0.0,0.0,
108,480,665349,9993,8203,2009/2010,2009-08-22,AWAY_WIN,60.33333333333334,65.4,65.5,67.5,61.0,64.0,64.4,68.33333333333333,,,,0.0,0.0,0.0,0.0,
109,481,665352,8635,9985,2009/2010,2009-08-30,DRAW,70.5,70.2,74.5,0.0,70.0,71.0,73.83333333333333,73.0,,,,1.0,1.0,0.3333333333333333,0.0,
110,482,665353,9987,9993,2009/2010,2009-08-30,DRAW,64.6,63.66666666666666,69.0,62.5,64.0,64.0,69.0,65.8,,,,0.0,0.0,,,
111,483,665354,9984,8342,2009/2010,2009-08-30,AWAY_WIN,67.4,64.33333333333333,70.0,70.0,65.0,62.0,69.0,66.33333333333333,0.0,1.0,0.0,0.2,0.0,0.25,0.0,1.0
112,484,665357,8571,9991,2009/2010,2009-08-29,HOME_WIN,66.66666666666667,63.5,69.0,66.0,71.0,64.0,68.25,63.66666666666666,,,,0.0,0.0,0.6666666666666666,0.5,
113,487,665360,10001,10000,2009/2010,2009-08-28,AWAY_WIN,63.66666666666666,63.66666666666666,63.66666666666666,65.0,67.0,67.0,67.75,63.66666666666666,,,,0.5,0.0,0.0,0.0,
114,488,665361,8342,9987,2009/2010,2009-09-13,DRAW,63.25,67.25,68.0,70.0,64.0,65.0,66.0,67.25,,,,0.5,0.5,0.25,0.0,
115,489,665362,9985,8203,2009/2010,2009-09-12,HOME_WIN,60.33333333333334,71.33333333333333,65.5,74.5,61.0,70.0,64.4,74.8,,,,1.0,,0.3333333333333333,0.5,
116,491,665364,10000,8571,2009/2010,2009-09-12,AWAY_WIN,63.5,63.5,66.0,64.0,64.0,67.0,63.66666666666666,68.25,,,,0.0,0.0,0.0,0.0,
117,493,665366,9991,9999,2009/2010,2009-09-12,HOME_WIN,60.0,66.5,67.5,69.0,64.0,71.0,61.33333333333334,68.0,1.0,0.0,0.0,0.8,1.0,0.0,,
118,494,665368,9993,9994,2009/2010,2009-09-13,HOME_WIN,64.66666666666667,64.5,68.0,62.5,73.0,64.0,67.0,69.0,,,,0.0,0.0,0.0,0.0,
119,495,665370,8635,9991,2009/2010,2009-09-20,DRAW,66.5,68.8,69.5,74.0,71.0,71.0,68.25,73.25,,,,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,
120,497,665374,9984,9993,2009/2010,2009-09-19,AWAY_WIN,64.5,64.75,62.5,64.0,64.0,62.0,69.25,67.2,,,,0.16666666666666666,0.0,0.0,0.0,
121,498,665376,9994,9985,2009/2010,2009-09-19,AWAY_WIN,70.0,65.0,69.33333333333333,67.33333333333333,70.0,73.0,70.66666666666667,64.6,,,,0.0,0.0,0.25,0.0,
122,501,665380,10001,8342,2009/2010,2009-09-20,AWAY_WIN,68.5,65.0,70.0,66.33333333333333,73.0,67.0,67.25,63.5,,,,0.3333333333333333,0.0,0.4,0.5,
123,502,665384,8342,10000,2009/2010,2009-09-23,HOME_WIN,63.66666666666666,68.5,64.5,68.0,67.0,73.0,67.6,67.4,,,,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,
124,503,665385,9985,9984,2009/2010,2009-09-23,DRAW,64.0,68.5,64.5,69.33333333333333,62.0,70.0,66.6,71.33333333333333,,,,1.0,1.0,0.0,0.0,
125,508,665393,9993,8571,2009/2010,2009-09-23,HOME_WIN,63.5,64.5,66.0,62.5,64.0,64.0,63.66666666666666,69.25,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,
126,509,665396,8635,9993,2009/2010,2009-09-27,HOME_WIN,64.5,69.0,62.5,72.0,64.0,71.0,69.25,71.25,,,,0.7142857142857143,0.5,0.5,0.5,
127,512,665402,9984,8203,2009/2010,2009-09-28,HOME_WIN,59.0,64.75,65.5,64.5,70.0,62.0,64.0,65.5,,,,0.14285714285714285,0.0,0.25,0.3333333333333333,
128,514,665405,8571,9985,2009/2010,2009-09-26,AWAY_WIN,68.66666666666667,63.5,72.0,66.0,70.0,64.0,74.33333333333333,64.66666666666667,,,,0.5,0.5,0.4,0.3333333333333333,
129,517,838468,8571,8342,2010/2011,2010-07-31,HOME_WIN,70.25,61.33333333333334,70.0,65.0,73.0,68.0,70.5,66.2,0.0,0.5,0.5,0.5555555555555556,,0.4,,1.0
130,520,838473,8635,6351,2010/2011,2010-07-31,HOME_WIN,59.4,72.25,62.0,72.0,60.0,72.0,60.75,74.5,,,,0.8125,,,,
131,523,838476,9987,9993,2010/2011,2010-08-01,HOME_WIN,65.0,67.5,0.0,70.33333333333333,66.0,60.0,65.4,69.66666666666667,0.0,0.0,1.0,0.375,,0.2222222222222222,,0.0
132,524,838581,8342,9991,2010/2011,2010-10-03,HOME_WIN,67.33333333333333,69.66666666666667,69.0,71.0,71.0,54.0,69.2,71.0,0.5,0.0,0.5,0.6666666666666666,0.5,0.375,0.0,0.0
133,525,838582,9985,8635,2010/2011,2010-10-03,HOME_WIN,72.66666666666667,68.25,74.0,70.66666666666667,72.0,69.0,73.16666666666667,74.33333333333333,0.0,0.5,0.5,0.5833333333333334,0.5,0.6923076923076923,0.6666666666666666,1.0
134,528,838585,9994,9993,2010/2011,2010-10-02,HOME_WIN,64.33333333333333,64.0,66.5,0.0,62.0,72.0,68.0,64.66666666666667,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.21428571428571427,0.2,0.0
135,529,838586,8571,6351,2010/2011,2010-10-02,HOME_WIN,58.8,59.33333333333334,61.5,65.0,64.0,68.0,58.33333333333334,65.8,,,,0.5833333333333334,0.6666666666666666,0.0,0.0,
136,530,838587,8203,9987,2010/2011,2010-10-01,DRAW,67.5,64.6,69.5,66.0,60.0,69.0,67.5,66.0,1.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.3,0.6666666666666666,0.0
137,531,838588,9989,9984,2010/2011,2010-10-02,AWAY_WIN,65.0,63.0,65.0,70.5,65.0,70.0,65.5,61.6,,,,0.0,0.0,0.07142857142857142,0.0,
138,532,838590,9991,8571,2010/2011,2010-10-16,HOME_WIN,60.0,65.66666666666667,66.0,69.0,68.0,71.0,66.0,68.5,0.0,1.0,0.0,0.6875,1.0,0.08333333333333333,0.0,
