,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Defender_rating,home_Defender_rating,away_Attacker_rating,home_Attacker_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,away_Midfielder_rating,home_Midfielder_rating
145,493017,8203,9987,2008/2009,2009-02-27 00:00:00,HOME_WIN,61.0,53.333333333333336,68.25,59.0,62.0,58.0,63.0,64.2
153,493025,9984,8342,2008/2009,2009-03-08 00:00:00,AWAY_WIN,67.33333333333333,64.0,70.5,66.0,73.0,64.0,68.0,66.66666666666667
155,493027,8635,10000,2008/2009,2009-03-07 00:00:00,HOME_WIN,56.666666666666664,70.5,58.0,67.0,61.0,67.0,64.0,74.0
162,493034,8203,8635,2008/2009,2009-03-13 00:00:00,HOME_WIN,69.25,55.0,69.5,62.333333333333336,67.0,61.0,74.0,65.5
168,493040,10000,9999,2008/2009,2009-03-14 00:00:00,DRAW,58.5,61.333333333333336,64.0,58.0,64.0,61.0,60.333333333333336,64.0
173,493045,9991,10000,2008/2009,2009-03-22 00:00:00,HOME_WIN,55.0,66.66666666666667,57.0,67.5,61.0,71.0,64.0,70.4
176,493048,9999,8203,2008/2009,2009-03-21 00:00:00,HOME_WIN,55.0,58.5,62.333333333333336,64.0,61.0,64.0,65.5,60.0
189,493061,8635,8342,2008/2009,2009-04-12 00:00:00,HOME_WIN,67.33333333333333,71.25,70.5,69.0,73.0,67.0,68.8,73.4
190,493062,9999,9987,2008/2009,2009-04-10 00:00:00,HOME_WIN,65.5,58.5,66.75,64.0,62.0,64.0,65.0,59.5
217,493080,9984,9987,2008/2009,2009-04-26 00:00:00,AWAY_WIN,65.6,63.333333333333336,70.0,62.0,62.0,64.0,66.0,66.33333333333333
219,493082,9999,9991,2008/2009,2009-04-26 00:00:00,AWAY_WIN,66.0,58.5,69.0,65.5,71.0,64.0,69.6,59.833333333333336
226,493089,10000,9985,2008/2009,2009-05-02 00:00:00,DRAW,71.0,58.25,56.0,58.0,63.0,61.0,72.33333333333333,64.2
229,493092,9991,9984,2008/2009,2009-05-02 00:00:00,HOME_WIN,63.333333333333336,67.33333333333333,62.0,68.0,64.0,71.0,65.66666666666667,68.5
231,493094,10001,9999,2008/2009,2009-05-02 00:00:00,HOME_WIN,58.5,63.0,65.0,66.0,64.0,67.0,59.857142857142854,64.5
234,493097,9985,8342,2008/2009,2009-05-09 00:00:00,HOME_WIN,66.5,68.66666666666667,66.5,74.0,73.0,63.0,68.75,72.33333333333333
240,493103,8635,9999,2008/2009,2009-05-09 00:00:00,HOME_WIN,60.0,69.2,64.0,69.5,64.0,67.0,60.0,74.0
242,493105,9984,10001,2008/2009,2009-05-09 00:00:00,HOME_WIN,63.0,63.333333333333336,66.0,62.0,67.0,62.0,64.5,66.66666666666667
243,493106,9987,8635,2008/2009,2009-05-16 00:00:00,AWAY_WIN,71.25,66.2,69.0,66.66666666666667,67.0,62.0,73.4,63.0
244,493107,9991,9985,2008/2009,2009-05-16 00:00:00,AWAY_WIN,66.6,67.0,74.0,69.0,63.0,71.0,74.5,70.25
308,665321,9984,9991,2009/2010,2009-08-02 00:00:00,AWAY_WIN,67.5,64.33333333333333,69.5,65.0,71.0,64.0,67.75,66.83333333333333
309,665322,9994,10000,2009/2010,2009-08-01 00:00:00,DRAW,63.5,64.66666666666667,63.0,68.5,67.0,73.0,67.4,66.6
310,665323,8571,8635,2009/2010,2009-08-01 00:00:00,AWAY_WIN,71.0,0.0,71.5,66.0,71.0,64.0,73.25,62.625
313,665411,8342,8635,2009/2010,2009-10-04 00:00:00,HOME_WIN,69.0,68.33333333333333,71.5,70.0,71.0,73.0,71.75,67.2
317,665417,8203,9994,2009/2010,2009-10-03 00:00:00,HOME_WIN,64.66666666666667,57.5,67.33333333333333,65.5,61.0,70.0,66.5,64.0
319,665421,9993,10001,2009/2010,2009-10-03 00:00:00,HOME_WIN,65.0,64.5,63.5,62.5,67.0,64.0,62.0,69.25
320,665425,8342,9991,2009/2010,2009-10-18 00:00:00,HOME_WIN,67.66666666666667,68.5,69.5,68.5,71.0,73.0,68.4,68.25
322,665427,9987,8203,2009/2010,2009-10-18 00:00:00,AWAY_WIN,57.666666666666664,65.0,65.5,68.0,70.0,64.0,64.4,66.75
323,665429,10000,9993,2009/2010,2009-10-17 00:00:00,HOME_WIN,64.5,63.666666666666664,62.5,63.666666666666664,64.0,67.0,69.25,68.0
324,665430,9994,9984,2009/2010,2009-10-17 00:00:00,DRAW,65.0,65.0,64.5,68.0,62.0,73.0,67.0,66.2
326,665435,10001,9985,2009/2010,2009-10-17 00:00:00,HOME_WIN,68.5,63.5,77.0,64.0,70.0,67.0,72.8,62.8
327,665438,9985,10000,2009/2010,2009-10-24 00:00:00,DRAW,63.333333333333336,70.0,63.666666666666664,67.0,67.0,63.0,68.0,72.5
330,665443,9984,8571,2009/2010,2009-10-24 00:00:00,DRAW,63.5,65.0,64.0,65.0,64.0,62.0,63.666666666666664,65.83333333333333
332,665445,8203,8635,2009/2010,2009-10-25 00:00:00,AWAY_WIN,67.75,57.666666666666664,74.0,65.5,71.0,70.0,72.8,64.4
335,665536,8635,9994,2009/2010,2009-10-31 00:00:00,HOME_WIN,57.5,68.6,67.5,74.0,61.0,71.0,66.16666666666667,70.5
338,665541,9991,9993,2009/2010,2009-11-01 00:00:00,AWAY_WIN,65.0,67.66666666666667,62.5,69.5,64.0,71.0,68.33333333333333,67.6
339,665543,8571,8203,2009/2010,2009-10-31 00:00:00,HOME_WIN,57.666666666666664,63.333333333333336,65.5,64.0,70.0,64.0,64.4,64.2
341,665548,9985,8342,2009/2010,2009-11-08 00:00:00,HOME_WIN,67.6,66.2,69.0,77.0,73.0,70.0,68.25,72.25
344,665554,9984,10001,2009/2010,2009-11-07 00:00:00,HOME_WIN,65.0,64.0,64.0,65.0,67.0,62.0,62.75,66.8
345,665556,9994,8571,2009/2010,2009-11-07 00:00:00,DRAW,63.333333333333336,0.0,64.0,67.66666666666667,64.0,61.0,64.2,66.14285714285714
349,665570,8635,9999,2009/2010,2009-11-21 00:00:00,HOME_WIN,60.0,68.6,62.5,73.5,64.0,71.0,61.333333333333336,73.66666666666667
351,665574,10000,8203,2009/2010,2009-11-22 00:00:00,HOME_WIN,59.333333333333336,60.666666666666664,65.5,64.0,70.0,67.0,63.8,67.2
352,665575,9991,9985,2009/2010,2009-11-21 00:00:00,HOME_WIN,66.75,66.66666666666667,71.5,69.0,70.0,71.0,74.5,68.25
356,665586,8635,8571,2009/2010,2009-11-27 00:00:00,HOME_WIN,63.666666666666664,70.6,66.0,72.66666666666667,67.0,71.0,65.0,72.5
359,665591,9991,9984,2009/2010,2009-11-28 00:00:00,HOME_WIN,64.0,68.0,0.0,70.0,62.0,71.0,65.33333333333333,69.5
361,665596,9993,9999,2009/2010,2009-11-28 00:00:00,HOME_WIN,61.5,65.6,66.0,67.5,64.0,66.0,63.0,69.0
362,665598,9985,9993,2009/2010,2009-12-05 00:00:00,DRAW,65.6,70.66666666666667,67.5,69.0,66.0,71.0,69.0,74.0
365,665603,9984,8635,2009/2010,2009-12-06 00:00:00,AWAY_WIN,70.6,63.75,72.0,64.0,71.0,64.0,74.0,66.8
366,665604,9994,8342,2009/2010,2009-12-06 00:00:00,AWAY_WIN,69.4,66.0,70.0,68.0,72.0,61.0,70.5,65.57142857142857
372,665619,10000,9984,2009/2010,2009-12-13 00:00:00,HOME_WIN,64.4,61.0,0.0,67.0,64.0,67.0,65.8,68.0
376,665626,8635,8342,2009/2010,2010-02-03 00:00:00,HOME_WIN,69.6,70.6,70.0,73.0,72.0,71.0,70.25,74.0
379,665632,9994,9991,2009/2010,2009-12-19 00:00:00,AWAY_WIN,68.0,66.0,69.0,68.0,71.0,61.0,69.5,65.57142857142857
380,665633,8571,10001,2009/2010,2009-12-19 00:00:00,DRAW,63.0,64.0,64.0,65.5,67.0,67.0,62.75,65.33333333333333
381,665634,8203,9993,2009/2010,2010-02-02 00:00:00,HOME_WIN,65.5,60.5,67.5,65.66666666666667,66.0,62.0,69.0,65.33333333333333
383,665326,8342,9994,2009/2010,2009-08-09 00:00:00,HOME_WIN,64.0,67.66666666666667,68.5,70.0,73.0,73.0,66.71428571428571,69.0
384,665327,8635,9984,2009/2010,2009-08-08 00:00:00,HOME_WIN,64.33333333333333,71.0,67.5,71.5,62.0,71.0,66.2,74.5
386,665329,10000,9987,2009/2010,2009-08-08 00:00:00,DRAW,65.25,63.666666666666664,65.5,64.0,64.0,67.0,65.0,67.4
387,665330,9991,8203,2009/2010,2009-08-09 00:00:00,HOME_WIN,60.333333333333336,67.0,67.0,70.0,61.0,71.0,64.5,68.16666666666667
388,665332,10001,8571,2009/2010,2009-08-08 00:00:00,DRAW,63.0,63.0,67.0,63.0,64.0,67.0,63.125,63.25
389,665333,9993,9985,2009/2010,2009-08-07 00:00:00,DRAW,69.33333333333333,64.75,69.33333333333333,69.0,70.0,64.0,75.5,69.6
390,665639,8342,9984,2009/2010,2009-12-26 00:00:00,HOME_WIN,64.75,69.5,64.0,70.0,64.0,72.0,65.6,70.8
391,665641,9985,9994,2009/2010,2009-12-26 00:00:00,HOME_WIN,64.66666666666667,67.6,68.0,72.33333333333333,61.0,71.0,66.2,71.5
395,665647,9991,8635,2009/2010,2009-12-27 00:00:00,DRAW,70.6,68.0,73.0,68.66666666666667,71.0,71.0,74.0,69.4
397,665653,8635,10000,2009/2010,2009-12-30 00:00:00,HOME_WIN,64.0,70.6,67.0,72.66666666666667,67.0,71.0,68.0,74.0
399,665655,9984,9985,2009/2010,2009-12-29 00:00:00,HOME_WIN,68.0,64.5,72.5,64.0,71.0,64.0,71.5,65.6
400,665657,9994,9993,2009/2010,2009-12-30 00:00:00,HOME_WIN,65.16666666666667,65.0,67.5,67.0,66.0,61.0,68.5,65.83333333333333
401,665659,8571,8342,2009/2010,2009-12-30 00:00:00,AWAY_WIN,69.4,63.666666666666664,70.0,66.0,72.0,67.0,70.25,64.5
405,665666,9985,8635,2009/2010,2010-01-17 00:00:00,AWAY_WIN,70.6,69.5,73.0,74.5,71.0,71.0,74.0,72.25
410,665672,9993,9984,2009/2010,2010-01-17 00:00:00,AWAY_WIN,64.66666666666667,65.6,64.0,67.5,64.0,66.0,65.2,69.0
411,665674,9987,8342,2009/2010,2010-01-24 00:00:00,HOME_WIN,69.33333333333333,63.75,70.0,66.33333333333333,72.0,67.0,70.33333333333333,65.66666666666667
412,665675,10000,9997,2009/2010,2010-01-23 00:00:00,HOME_WIN,62.5,64.0,63.0,65.5,67.0,67.0,63.6,68.0
414,665679,9994,9999,2009/2010,2010-01-23 00:00:00,AWAY_WIN,60.666666666666664,65.0,64.66666666666667,65.5,64.0,61.0,62.25,65.83333333333333
415,665680,8571,9993,2009/2010,2010-01-23 00:00:00,HOME_WIN,65.2,63.5,67.5,65.5,66.0,67.0,69.0,64.33333333333333
416,665681,8203,9985,2009/2010,2010-01-24 00:00:00,DRAW,70.0,60.333333333333336,74.5,65.66666666666667,71.0,62.0,72.0,63.75
418,665686,9985,8571,2009/2010,2010-01-31 00:00:00,HOME_WIN,63.5,72.5,65.5,70.0,67.0,71.0,63.833333333333336,73.16666666666667
419,665687,9997,10001,2009/2010,2010-02-03 00:00:00,AWAY_WIN,65.5,62.5,65.0,63.0,67.0,67.0,63.2,63.6
421,665689,9991,10000,2009/2010,2010-01-31 00:00:00,AWAY_WIN,64.0,66.66666666666667,67.0,70.0,67.0,71.0,68.0,68.8
424,665695,9993,8635,2009/2010,2010-01-29 00:00:00,AWAY_WIN,70.75,65.6,73.0,67.66666666666667,71.0,66.0,72.25,69.0
425,665698,8635,9997,2009/2010,2010-02-06 00:00:00,AWAY_WIN,61.75,70.25,63.0,75.0,67.0,71.0,63.6,72.0
426,665699,9987,9985,2009/2010,2010-02-07 00:00:00,HOME_WIN,70.6,65.5,77.0,68.33333333333333,71.0,67.0,74.5,65.66666666666667
427,665700,10000,8342,2009/2010,2010-02-07 00:00:00,DRAW,69.16666666666667,64.0,70.0,65.5,72.0,67.0,71.0,66.8
428,665702,9984,9999,2009/2010,2010-02-06 00:00:00,HOME_WIN,60.666666666666664,64.75,64.66666666666667,62.0,64.0,64.0,62.25,64.4
429,665704,9994,8203,2009/2010,2010-02-06 00:00:00,HOME_WIN,60.333333333333336,66.0,66.0,65.0,62.0,73.0,64.16666666666667,66.42857142857143
432,665712,9985,10001,2009/2010,2010-02-14 00:00:00,HOME_WIN,64.66666666666667,70.33333333333333,65.0,72.0,67.0,71.0,63.2,72.33333333333333
434,665719,9984,9994,2009/2010,2010-03-06 00:00:00,HOME_WIN,64.0,64.75,65.0,64.0,73.0,64.0,66.16666666666667,66.6
435,665721,9991,8342,2009/2010,2010-02-14 00:00:00,DRAW,69.66666666666667,68.0,69.0,69.0,72.0,71.0,68.0,68.8
438,665727,9993,10000,2009/2010,2010-03-07 00:00:00,DRAW,64.0,64.85714285714286,67.0,69.0,67.0,66.0,65.85714285714286,70.0
439,665728,8342,9985,2009/2010,2010-02-21 00:00:00,HOME_WIN,65.66666666666667,69.6,74.5,69.0,71.0,72.0,74.2,70.0
440,665729,8635,8203,2009/2010,2010-02-21 00:00:00,HOME_WIN,60.666666666666664,70.25,66.5,72.0,62.0,71.0,64.8,72.8
441,665730,9987,9994,2009/2010,2010-02-19 00:00:00,HOME_WIN,66.0,65.5,65.0,68.33333333333333,73.0,67.0,66.42857142857143,65.66666666666667
444,665733,8571,9984,2009/2010,2010-02-20 00:00:00,HOME_WIN,64.75,64.0,62.0,65.5,64.0,60.5,66.2,65.2
446,665737,9997,8342,2009/2010,2010-02-28 00:00:00,DRAW,69.6,61.75,70.0,63.0,72.0,67.0,70.0,63.6
448,665739,9984,9987,2009/2010,2010-02-27 00:00:00,HOME_WIN,65.5,64.75,68.0,64.0,57.0,64.0,65.66666666666667,65.8
450,665741,8203,8571,2009/2010,2010-02-27 00:00:00,DRAW,63.666666666666664,60.666666666666664,65.5,66.5,67.0,62.0,65.2,64.8
454,665745,8635,9987,2009/2010,2010-03-14 00:00:00,HOME_WIN,63.75,70.5,68.66666666666667,73.0,67.0,72.0,67.0,73.25
456,665749,10000,9985,2009/2010,2010-03-14 00:00:00,DRAW,69.5,64.0,74.0,67.0,71.0,67.0,72.0,67.83333333333333
458,665753,8571,9994,2009/2010,2010-03-14 00:00:00,HOME_WIN,64.5,63.666666666666664,64.5,65.5,73.0,67.0,66.33333333333333,65.2
459,665757,10001,9984,2009/2010,2010-03-14 00:00:00,HOME_WIN,64.75,64.66666666666667,64.0,59.5,64.0,67.0,66.6,63.6
460,665334,8635,10001,2009/2010,2009-08-15 00:00:00,HOME_WIN,63.25,71.0,62.0,73.0,67.0,71.0,63.25,72.8
461,665335,9987,9991,2009/2010,2009-08-15 00:00:00,DRAW,67.0,64.25,69.0,65.5,71.0,64.0,68.6,66.75
463,665337,9984,10000,2009/2010,2009-08-15 00:00:00,DRAW,63.333333333333336,64.33333333333333,64.0,67.5,67.0,62.0,67.4,66.0
465,665340,8203,8342,2009/2010,2009-08-15 00:00:00,HOME_WIN,67.2,60.333333333333336,68.0,65.5,73.0,61.0,68.25,64.2
468,665763,9987,8571,2009/2010,2010-03-21 00:00:00,DRAW,63.666666666666664,65.66666666666667,65.5,63.666666666666664,67.0,67.0,65.2,65.5
469,665767,9984,9997,2009/2010,2010-03-21 00:00:00,HOME_WIN,64.25,65.0,63.0,64.5,58.0,64.0,64.6,67.5
471,665771,8203,10000,2009/2010,2010-03-21 00:00:00,HOME_WIN,63.333333333333336,61.333333333333336,67.0,66.5,67.0,62.0,66.4,65.8
473,665775,9993,8342,2009/2010,2010-03-21 00:00:00,AWAY_WIN,69.75,65.0,68.5,66.5,72.0,66.0,69.25,68.0
474,665342,8342,8571,2009/2010,2009-08-23 00:00:00,DRAW,63.0,67.25,66.0,68.0,64.0,73.0,63.666666666666664,67.33333333333333
477,665345,10000,8635,2009/2010,2009-08-22 00:00:00,AWAY_WIN,69.75,63.5,0.0,63.0,71.0,67.0,72.5,67.4
478,665346,9991,9994,2009/2010,2009-08-22 00:00:00,HOME_WIN,64.66666666666667,66.66666666666667,68.5,69.0,73.0,71.0,66.6,68.75
480,665349,9993,8203,2009/2010,2009-08-22 00:00:00,AWAY_WIN,60.333333333333336,65.4,65.5,67.5,61.0,64.0,64.4,68.33333333333333
481,665352,8635,9985,2009/2010,2009-08-30 00:00:00,DRAW,70.5,70.2,74.5,0.0,70.0,71.0,73.83333333333333,73.0
482,665353,9987,9993,2009/2010,2009-08-30 00:00:00,DRAW,64.6,63.666666666666664,69.0,62.5,64.0,64.0,69.0,65.8
483,665354,9984,8342,2009/2010,2009-08-30 00:00:00,AWAY_WIN,67.4,64.33333333333333,70.0,70.0,65.0,62.0,69.0,66.33333333333333
484,665357,8571,9991,2009/2010,2009-08-29 00:00:00,HOME_WIN,66.66666666666667,63.5,69.0,66.0,71.0,64.0,68.25,63.666666666666664
487,665360,10001,10000,2009/2010,2009-08-28 00:00:00,AWAY_WIN,63.666666666666664,63.666666666666664,63.666666666666664,65.0,67.0,67.0,67.75,63.666666666666664
488,665361,8342,9987,2009/2010,2009-09-13 00:00:00,DRAW,63.25,67.25,68.0,70.0,64.0,65.0,66.0,67.25
489,665362,9985,8203,2009/2010,2009-09-12 00:00:00,HOME_WIN,60.333333333333336,71.33333333333333,65.5,74.5,61.0,70.0,64.4,74.8
491,665364,10000,8571,2009/2010,2009-09-12 00:00:00,AWAY_WIN,63.5,63.5,66.0,64.0,64.0,67.0,63.666666666666664,68.25
493,665366,9991,9999,2009/2010,2009-09-12 00:00:00,HOME_WIN,60.0,66.5,67.5,69.0,64.0,71.0,61.333333333333336,68.0
494,665368,9993,9994,2009/2010,2009-09-13 00:00:00,HOME_WIN,64.66666666666667,64.5,68.0,62.5,73.0,64.0,67.0,69.0
495,665370,8635,9991,2009/2010,2009-09-20 00:00:00,DRAW,66.5,68.8,69.5,74.0,71.0,71.0,68.25,73.25
497,665374,9984,9993,2009/2010,2009-09-19 00:00:00,AWAY_WIN,64.5,64.75,62.5,64.0,64.0,62.0,69.25,67.2
498,665376,9994,9985,2009/2010,2009-09-19 00:00:00,AWAY_WIN,70.0,65.0,69.33333333333333,67.33333333333333,70.0,73.0,70.66666666666667,64.6
501,665380,10001,8342,2009/2010,2009-09-20 00:00:00,AWAY_WIN,68.5,65.0,70.0,66.33333333333333,73.0,67.0,67.25,63.5
502,665384,8342,10000,2009/2010,2009-09-23 00:00:00,HOME_WIN,63.666666666666664,68.5,64.5,68.0,67.0,73.0,67.6,67.4
503,665385,9985,9984,2009/2010,2009-09-23 00:00:00,DRAW,64.0,68.5,64.5,69.33333333333333,62.0,70.0,66.6,71.33333333333333
508,665393,9993,8571,2009/2010,2009-09-23 00:00:00,HOME_WIN,63.5,64.5,66.0,62.5,64.0,64.0,63.666666666666664,69.25
509,665396,8635,9993,2009/2010,2009-09-27 00:00:00,HOME_WIN,64.5,69.0,62.5,72.0,64.0,71.0,69.25,71.25
512,665402,9984,8203,2009/2010,2009-09-28 00:00:00,HOME_WIN,59.0,64.75,65.5,64.5,70.0,62.0,64.0,65.5
514,665405,8571,9985,2009/2010,2009-09-26 00:00:00,AWAY_WIN,68.66666666666667,63.5,72.0,66.0,70.0,64.0,74.33333333333333,64.66666666666667
517,838468,8571,8342,2010/2011,2010-07-31 00:00:00,HOME_WIN,70.25,61.333333333333336,70.0,65.0,73.0,68.0,70.5,66.2
520,838473,8635,6351,2010/2011,2010-07-31 00:00:00,HOME_WIN,59.4,72.25,62.0,72.0,60.0,72.0,60.75,74.5
523,838476,9987,9993,2010/2011,2010-08-01 00:00:00,HOME_WIN,65.0,67.5,0.0,70.33333333333333,66.0,60.0,65.4,69.66666666666667
524,838581,8342,9991,2010/2011,2010-10-03 00:00:00,HOME_WIN,67.33333333333333,69.66666666666667,69.0,71.0,71.0,54.0,69.2,71.0
525,838582,9985,8635,2010/2011,2010-10-03 00:00:00,HOME_WIN,72.66666666666667,68.25,74.0,70.66666666666667,72.0,69.0,73.16666666666667,74.33333333333333
528,838585,9994,9993,2010/2011,2010-10-02 00:00:00,HOME_WIN,64.33333333333333,64.0,66.5,0.0,62.0,72.0,68.0,64.66666666666667
529,838586,8571,6351,2010/2011,2010-10-02 00:00:00,HOME_WIN,58.8,59.333333333333336,61.5,65.0,64.0,68.0,58.333333333333336,65.8
530,838587,8203,9987,2010/2011,2010-10-01 00:00:00,DRAW,67.5,64.6,69.5,66.0,60.0,69.0,67.5,66.0
531,838588,9989,9984,2010/2011,2010-10-02 00:00:00,AWAY_WIN,65.0,63.0,65.0,70.5,65.0,70.0,65.5,61.6
532,838590,9991,8571,2010/2011,2010-10-16 00:00:00,HOME_WIN,60.0,65.66666666666667,66.0,69.0,68.0,71.0,66.0,68.5
533,838591,9987,9985,2010/2011,2010-10-17 00:00:00,HOME_WIN,68.5,67.5,70.66666666666667,68.33333333333333,69.0,60.0,74.33333333333333,69.66666666666667
534,838593,9993,9989,2010/2011,2010-10-16 00:00:00,DRAW,63.75,64.25,68.5,64.0,65.0,62.0,62.25,68.0
535,838594,10000,8342,2010/2011,2010-10-15 00:00:00,AWAY_WIN,69.66666666666667,65.5,71.0,64.66666666666667,65.0,69.0,71.0,65.8
537,838596,6351,9997,2010/2011,2010-10-16 00:00:00,HOME_WIN,63.4,59.75,0.0,65.0,68.0,60.0,61.8,61.25
538,838597,10001,8203,2010/2011,2010-10-16 00:00:00,DRAW,64.6,64.5,66.0,69.5,69.0,68.0,64.33333333333333,65.75
539,838598,9984,8635,2010/2011,2010-10-17 00:00:00,HOME_WIN,72.25,65.0,73.5,65.0,72.0,65.0,74.5,65.5
540,838599,8635,10001,2010/2011,2010-10-24 00:00:00,HOME_WIN,64.5,72.66666666666667,67.66666666666667,74.0,63.0,72.0,64.33333333333333,73.83333333333333
541,838600,9985,9991,2010/2011,2010-10-24 00:00:00,HOME_WIN,68.0,68.25,69.0,70.66666666666667,71.0,63.0,69.16666666666667,74.33333333333333
543,838603,9994,8342,2010/2011,2010-10-24 00:00:00,HOME_WIN,69.33333333333333,64.0,71.0,67.0,65.0,72.0,71.0,65.4
544,838604,8571,9987,2010/2011,2010-10-22 00:00:00,HOME_WIN,67.5,60.0,68.33333333333333,65.0,60.0,68.0,66.66666666666667,66.33333333333333
545,838605,8203,9993,2010/2011,2010-10-23 00:00:00,HOME_WIN,64.66666666666667,64.6,66.5,66.5,62.0,69.0,68.0,66.0
546,838606,9989,10000,2010/2011,2010-10-23 00:00:00,DRAW,64.33333333333333,64.75,67.0,67.33333333333333,69.0,65.0,63.5,62.333333333333336
547,838607,9984,6351,2010/2011,2010-10-23 00:00:00,HOME_WIN,59.75,65.0,65.0,65.0,60.0,65.0,61.25,65.5
548,838621,8342,9985,2010/2011,2010-10-31 00:00:00,DRAW,68.25,69.4,70.66666666666667,71.0,69.0,65.0,74.33333333333333,70.75
549,838622,9991,8203,2010/2011,2010-10-30 00:00:00,HOME_WIN,64.6,65.66666666666667,66.5,69.0,69.0,71.0,66.0,69.6
550,838623,9987,8635,2010/2011,2010-10-31 00:00:00,AWAY_WIN,72.33333333333333,67.5,73.5,70.33333333333333,72.0,60.0,69.8,69.33333333333333
552,838625,10000,9994,2010/2011,2010-10-30 00:00:00,DRAW,64.0,64.33333333333333,67.0,66.0,63.0,69.0,65.4,65.6
555,838632,10001,9984,2010/2011,2010-10-30 00:00:00,HOME_WIN,64.75,64.5,65.0,67.33333333333333,65.0,68.0,65.5,63.666666666666664
556,838635,8635,8342,2010/2011,2010-11-07 00:00:00,DRAW,69.0,72.33333333333333,71.0,73.5,65.0,72.0,71.0,68.6
557,838636,9985,6351,2010/2011,2010-11-06 00:00:00,AWAY_WIN,59.75,69.0,61.5,70.66666666666667,60.0,63.0,61.5,67.66666666666667
558,838639,9997,10000,2010/2011,2010-11-06 00:00:00,AWAY_WIN,65.5,64.33333333333333,66.0,60.0,69.0,59.0,65.16666666666667,63.333333333333336
559,838640,8571,9993,2010/2011,2010-11-06 00:00:00,HOME_WIN,64.2,60.0,69.0,65.0,62.0,68.0,67.75,66.33333333333333
562,838644,10001,9987,2010/2011,2010-11-05 00:00:00,DRAW,67.5,65.0,70.33333333333333,67.33333333333333,60.0,68.0,66.66666666666667,65.25
563,838646,9984,9991,2010/2011,2010-11-07 00:00:00,AWAY_WIN,63.0,64.75,68.5,65.0,71.0,65.0,69.66666666666667,65.5
564,838651,8342,9989,2010/2011,2010-11-13 00:00:00,HOME_WIN,63.75,69.0,67.33333333333333,71.0,70.0,73.0,60.666666666666664,70.5
565,838652,9991,8635,2010/2011,2010-11-14 00:00:00,AWAY_WIN,72.33333333333333,63.0,73.5,69.0,72.0,71.0,70.2,69.66666666666667
566,838654,9987,9984,2010/2011,2010-11-13 00:00:00,HOME_WIN,65.0,67.0,65.0,69.25,65.0,60.0,65.5,69.5
567,838656,9993,9985,2010/2011,2010-11-13 00:00:00,AWAY_WIN,68.25,64.0,70.66666666666667,69.0,63.0,62.0,74.33333333333333,68.0
568,838657,10000,8571,2010/2011,2010-11-14 00:00:00,DRAW,60.0,65.5,65.0,66.0,58.0,69.0,66.33333333333333,65.16666666666667
569,838658,9986,10001,2010/2011,2010-11-13 00:00:00,AWAY_WIN,64.66666666666667,61.0,67.33333333333333,0.0,68.0,58.0,65.25,61.0
571,838661,6351,8203,2010/2011,2011-01-18 00:00:00,AWAY_WIN,65.0,61.25,63.5,63.0,69.0,64.0,64.75,63.25
572,838664,8342,9984,2010/2011,2010-11-21 00:00:00,AWAY_WIN,65.25,69.0,65.0,71.0,65.0,73.0,65.5,70.5
573,838665,9991,10001,2010/2011,2010-11-20 00:00:00,DRAW,64.66666666666667,66.0,67.33333333333333,68.5,68.0,71.0,64.0,68.83333333333333
574,838667,9993,8635,2010/2011,2010-11-20 00:00:00,AWAY_WIN,69.0,64.0,73.5,66.5,72.0,62.0,70.66666666666667,67.75
575,838669,10000,9985,2010/2011,2010-11-21 00:00:00,HOME_WIN,63.8,64.33333333333333,68.5,66.33333333333333,63.0,69.0,74.33333333333333,65.25
576,838671,9986,9987,2010/2011,2010-11-20 00:00:00,AWAY_WIN,67.0,59.5,69.25,63.0,60.0,58.0,69.5,62.0
577,838673,9994,8203,2010/2011,2010-11-20 00:00:00,HOME_WIN,64.6,62.6,66.33333333333333,67.0,69.0,63.0,66.0,66.0
578,838675,9989,9997,2010/2011,2010-11-20 00:00:00,AWAY_WIN,63.5,63.75,0.0,68.0,49.0,70.0,61.666666666666664,62.0
579,838676,6351,8571,2010/2011,2010-11-20 00:00:00,HOME_WIN,60.0,60.5,65.0,64.0,58.0,60.0,66.16666666666667,61.5
582,838680,9987,9991,2010/2011,2010-11-26 00:00:00,AWAY_WIN,66.66666666666667,66.75,69.5,71.33333333333333,72.0,68.0,70.0,66.0
583,838681,9997,8342,2010/2011,2010-11-28 00:00:00,HOME_WIN,68.0,63.0,69.0,60.0,72.0,55.0,70.16666666666667,61.0
584,838684,8571,9994,2010/2011,2011-01-18 00:00:00,DRAW,63.75,62.0,68.0,65.0,72.0,68.0,65.4,65.83333333333333
585,838686,8203,10000,2010/2011,2010-11-28 00:00:00,DRAW,64.33333333333333,64.0,67.33333333333333,65.0,69.0,69.0,64.5,67.0
586,838688,10001,6351,2010/2011,2010-11-27 00:00:00,DRAW,60.5,63.5,63.0,66.66666666666667,64.0,68.0,63.75,62.2
587,838689,9984,9993,2010/2011,2010-11-27 00:00:00,DRAW,62.25,65.33333333333333,66.5,66.0,64.0,65.0,66.0,64.0
588,838692,8342,10001,2010/2011,2010-12-05 00:00:00,HOME_WIN,63.666666666666664,69.33333333333333,66.66666666666667,68.0,68.0,72.0,63.75,70.5
