,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Defender_rating,home_Defender_rating,away_Attacker_rating,home_Attacker_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,away_Midfielder_rating,home_Midfielder_rating
2921,1024895,9879,8650,2011/2012,2011-12-05 00:00:00,HOME_WIN,79.2,74.8,81.33333333333333,79.5,85.0,80.0,78.5,78.0
2922,1024899,8456,9850,2011/2012,2011-12-03 00:00:00,HOME_WIN,70.0,81.75,73.0,85.0,74.0,83.0,70.0,85.0
2923,1024905,10261,8455,2011/2012,2011-12-03 00:00:00,AWAY_WIN,83.25,76.25,83.0,80.5,84.0,78.0,80.25,73.75
2924,1024907,10172,8659,2011/2012,2011-12-03 00:00:00,DRAW,72.33333333333333,72.5,75.0,69.66666666666667,78.0,66.0,73.16666666666667,73.33333333333333
2925,1024910,8586,8559,2011/2012,2011-12-03 00:00:00,HOME_WIN,70.2,78.5,73.0,81.5,77.0,81.0,74.33333333333333,83.75
2926,1024913,8528,9825,2011/2012,2011-12-03 00:00:00,AWAY_WIN,81.0,71.25,84.0,71.0,80.0,77.0,79.0,70.5
2927,1024915,8602,8472,2011/2012,2011-12-04 00:00:00,HOME_WIN,75.5,70.75,73.5,74.0,74.0,77.0,76.75,75.66666666666667
2928,1024920,9825,8668,2011/2012,2011-12-10 00:00:00,HOME_WIN,77.2,79.75,77.5,84.0,80.0,80.0,75.66666666666667,80.66666666666667
2929,1024923,8559,10252,2011/2012,2011-12-10 00:00:00,AWAY_WIN,74.2,69.4,78.5,73.33333333333333,75.0,77.0,76.33333333333333,75.0
2930,1024930,8455,8456,2011/2012,2011-12-12 00:00:00,HOME_WIN,81.0,83.0,85.0,83.0,83.0,84.0,84.25,79.5
2931,1024934,8650,10172,2011/2012,2011-12-10 00:00:00,HOME_WIN,72.5,80.75,69.5,82.0,66.0,85.0,72.75,79.0
2932,1024940,10260,8602,2011/2012,2011-12-10 00:00:00,HOME_WIN,72.2,80.0,74.0,90.0,77.0,78.0,77.0,82.25
2933,1024943,9850,10261,2011/2012,2011-12-10 00:00:00,HOME_WIN,73.0,70.0,76.5,74.0,78.0,74.0,75.25,71.0
2934,1024952,10194,8586,2011/2012,2011-12-11 00:00:00,HOME_WIN,78.5,74.2,82.0,75.0,81.0,75.0,84.2,76.75
2935,1024958,8472,8655,2011/2012,2011-12-11 00:00:00,HOME_WIN,74.0,75.25,73.0,70.0,78.0,74.0,72.75,76.8
2937,1024965,8659,8528,2011/2012,2011-12-10 00:00:00,AWAY_WIN,72.75,72.33333333333333,71.0,76.5,77.0,78.0,70.5,72.8
2938,1024973,10252,8650,2011/2012,2011-12-18 00:00:00,AWAY_WIN,80.75,75.75,83.0,72.0,85.0,75.0,77.5,74.0
2939,1024977,8655,8659,2011/2012,2011-12-17 00:00:00,AWAY_WIN,73.0,77.5,76.5,73.0,78.0,78.0,72.75,72.33333333333333
2940,1024983,8668,9850,2011/2012,2011-12-17 00:00:00,DRAW,70.0,77.5,74.0,75.66666666666667,74.0,80.0,71.0,76.66666666666667
2941,1024987,9879,8559,2011/2012,2011-12-17 00:00:00,HOME_WIN,70.66666666666667,75.0,73.0,78.0,77.0,73.0,74.33333333333333,78.0
2942,1024992,8456,9825,2011/2012,2011-12-18 00:00:00,HOME_WIN,79.75,81.0,84.0,85.0,80.0,83.0,80.66666666666667,85.0
2944,1025001,10172,10260,2011/2012,2011-12-18 00:00:00,AWAY_WIN,80.0,72.25,90.0,69.66666666666667,78.0,66.0,82.25,73.33333333333333
2945,1025006,8586,8472,2011/2012,2011-12-18 00:00:00,HOME_WIN,75.25,79.0,70.0,82.0,74.0,81.0,76.8,84.0
2946,1025009,8528,8455,2011/2012,2011-12-17 00:00:00,DRAW,83.0,72.75,83.0,71.0,84.0,77.0,80.75,70.5
2947,1025011,8602,10194,2011/2012,2011-12-17 00:00:00,AWAY_WIN,74.2,72.2,75.0,77.5,75.0,77.0,76.75,74.33333333333333
2948,1025019,10172,8472,2011/2012,2011-12-21 00:00:00,AWAY_WIN,75.2,72.25,78.0,68.5,74.0,76.0,78.0,72.25
2949,1025023,8586,8455,2011/2012,2011-12-22 00:00:00,DRAW,82.4,79.0,83.0,82.0,84.0,81.0,82.0,85.0
2950,1025028,8528,8650,2011/2012,2011-12-21 00:00:00,DRAW,80.75,72.75,82.0,71.0,85.0,77.0,79.0,70.5
2951,1025033,8602,9850,2011/2012,2011-12-20 00:00:00,DRAW,70.0,72.2,74.0,74.5,74.0,77.0,71.0,74.33333333333333
2952,1025040,10252,9825,2011/2012,2011-12-21 00:00:00,AWAY_WIN,78.5,75.4,84.0,75.0,80.0,75.0,77.0,76.0
2953,1025046,8655,8559,2011/2012,2011-12-20 00:00:00,AWAY_WIN,70.8,73.5,72.5,73.0,77.0,78.0,74.0,74.33333333333333
2955,1025054,9879,10260,2011/2012,2011-12-21 00:00:00,AWAY_WIN,79.0,75.0,90.0,78.0,78.0,73.0,82.2,78.0
2956,1025058,8456,10194,2011/2012,2011-12-21 00:00:00,HOME_WIN,73.6,81.75,75.0,87.0,75.0,83.0,76.0,84.0
2957,1025063,10261,8659,2011/2012,2011-12-21 00:00:00,AWAY_WIN,73.0,75.2,76.5,77.5,78.0,78.0,73.25,70.66666666666667
2958,1025078,9825,8602,2011/2012,2011-12-27 00:00:00,DRAW,72.2,79.75,77.0,85.0,77.0,80.0,71.5,80.25
2959,1025081,8559,10261,2011/2012,2011-12-26 00:00:00,AWAY_WIN,76.2,70.2,77.5,72.5,78.0,77.0,76.0,74.0
2960,1025084,8455,9879,2011/2012,2011-12-26 00:00:00,DRAW,74.75,82.25,74.5,82.0,73.0,84.0,75.5,80.75
2961,1025090,8650,8655,2011/2012,2011-12-26 00:00:00,DRAW,71.33333333333333,80.75,72.0,82.0,65.0,85.0,74.33333333333333,79.0
2962,1025092,10260,8528,2011/2012,2011-12-26 00:00:00,HOME_WIN,72.75,80.0,71.0,83.0,77.0,78.0,70.5,81.14285714285714
2963,1025098,9850,8586,2011/2012,2011-12-27 00:00:00,AWAY_WIN,78.6,68.25,82.0,74.0,81.0,74.0,85.0,71.0
2964,1025102,10194,10252,2011/2012,2011-12-26 00:00:00,DRAW,75.2,74.2,75.0,76.0,75.0,75.0,74.25,77.33333333333333
2965,1025108,8472,8668,2011/2012,2011-12-26 00:00:00,DRAW,77.2,75.2,77.5,78.0,80.0,74.0,74.66666666666667,78.0
2967,1025117,8659,8456,2011/2012,2011-12-26 00:00:00,DRAW,81.0,72.25,85.0,76.5,83.0,78.0,85.0,73.25
2968,1025124,9825,10172,2011/2012,2011-12-31 00:00:00,HOME_WIN,72.25,79.75,69.5,85.0,66.0,80.0,74.5,80.75
2969,1025131,8559,8602,2011/2012,2011-12-31 00:00:00,DRAW,72.83333333333333,71.4,74.5,72.5,77.0,77.0,75.0,74.0
2970,1025137,8455,10252,2011/2012,2011-12-31 00:00:00,AWAY_WIN,75.2,81.0,75.0,83.0,75.0,84.0,76.0,79.5
2971,1025141,8650,10261,2011/2012,2011-12-30 00:00:00,HOME_WIN,76.2,79.2,82.0,79.0,78.0,85.0,73.0,79.66666666666667
2972,1025144,10260,8655,2011/2012,2011-12-31 00:00:00,AWAY_WIN,71.33333333333333,81.0,72.0,83.0,65.0,78.0,70.33333333333333,79.42857142857143
2973,1025149,9850,9879,2011/2012,2011-12-31 00:00:00,DRAW,74.75,70.5,74.5,73.0,73.0,74.0,75.5,71.25
2974,1025153,10194,8528,2011/2012,2011-12-31 00:00:00,DRAW,72.75,75.25,73.0,75.0,77.0,75.0,70.5,76.4
2975,1025157,8472,8456,2011/2012,2012-01-01 00:00:00,HOME_WIN,80.8,76.33333333333333,83.0,78.0,83.0,74.0,83.0,75.0
2977,1025173,8659,8668,2011/2012,2012-01-01 00:00:00,AWAY_WIN,77.2,70.5,77.5,76.5,80.0,78.0,75.66666666666667,72.5
2978,1024285,9825,8650,2011/2012,2011-08-20 00:00:00,AWAY_WIN,79.2,76.75,80.0,84.0,84.0,79.0,79.66666666666667,79.25
2979,1024290,10252,8655,2011/2012,2011-08-20 00:00:00,HOME_WIN,72.25,75.75,73.0,78.5,79.0,82.0,76.75,74.75
2980,1024295,8559,8456,2011/2012,2011-08-21 00:00:00,AWAY_WIN,80.75,72.2,85.0,72.5,83.0,78.0,83.5,76.66666666666667
2981,1024299,8455,8659,2011/2012,2011-08-20 00:00:00,HOME_WIN,74.25,83.0,75.0,82.66666666666667,78.0,74.0,72.4,83.0
2982,1024304,8668,10172,2011/2012,2011-08-20 00:00:00,AWAY_WIN,67.75,78.25,67.0,78.0,73.0,81.0,72.25,74.25
2983,1024308,10260,8586,2011/2012,2011-08-22 00:00:00,HOME_WIN,77.5,78.25,81.0,90.0,81.0,80.0,79.6,79.2
2984,1024313,9850,10194,2011/2012,2011-08-21 00:00:00,DRAW,77.0,68.5,77.0,68.33333333333333,76.0,69.0,76.5,69.0
2985,1024315,8472,10261,2011/2012,2011-08-20 00:00:00,AWAY_WIN,76.83333333333333,74.0,71.0,81.0,74.0,74.0,76.66666666666667,75.8
2986,1024321,10003,8528,2011/2012,2011-08-20 00:00:00,DRAW,73.25,69.5,71.0,73.66666666666667,76.0,78.0,72.75,69.33333333333333
2987,1024324,8602,9879,2011/2012,2011-08-21 00:00:00,HOME_WIN,76.2,72.4,78.0,77.0,81.0,75.0,75.0,75.33333333333333
2988,1025185,10252,10003,2011/2012,2012-01-02 00:00:00,AWAY_WIN,71.0,75.2,74.5,78.5,81.0,75.0,69.75,76.33333333333333
2989,1025191,8655,10194,2011/2012,2012-01-02 00:00:00,AWAY_WIN,74.2,71.33333333333333,75.0,72.0,75.0,65.0,76.75,72.0
2990,1025198,8668,8559,2011/2012,2012-01-04 00:00:00,AWAY_WIN,71.4,77.2,72.5,74.0,73.0,80.0,74.0,77.66666666666667
2991,1025202,9879,9825,2011/2012,2012-01-02 00:00:00,HOME_WIN,77.0,74.75,84.0,79.5,80.0,73.0,80.66666666666667,77.25
2992,1025207,8456,8650,2011/2012,2012-01-03 00:00:00,HOME_WIN,79.2,81.75,78.0,85.0,85.0,83.0,79.66666666666667,84.25
2993,1025212,10261,10260,2011/2012,2012-01-04 00:00:00,HOME_WIN,82.0,76.0,90.0,76.5,78.0,78.0,82.5,79.0
2994,1025216,10172,9850,2011/2012,2012-01-02 00:00:00,AWAY_WIN,68.75,71.6,70.66666666666667,68.5,74.0,76.0,68.66666666666667,73.33333333333333
2996,1025222,8528,8472,2011/2012,2012-01-03 00:00:00,AWAY_WIN,74.33333333333333,71.25,78.0,74.0,74.0,77.0,74.66666666666667,71.2
2997,1025228,8602,8455,2011/2012,2012-01-02 00:00:00,AWAY_WIN,82.25,73.4,84.0,71.66666666666667,84.0,77.0,80.4,67.0
2998,1025240,10252,8668,2011/2012,2012-01-14 00:00:00,DRAW,73.66666666666667,75.6,77.5,78.5,80.0,82.0,76.2,75.66666666666667
2999,1025244,8655,9879,2011/2012,2012-01-14 00:00:00,HOME_WIN,74.75,72.0,79.5,72.0,73.0,78.0,78.0,73.33333333333333
3000,1025248,8455,8472,2011/2012,2012-01-14 00:00:00,HOME_WIN,74.0,82.25,78.0,84.0,74.0,84.0,76.0,80.4
3001,1025251,8650,10194,2011/2012,2012-01-14 00:00:00,DRAW,76.25,77.8,75.0,78.0,75.0,85.0,76.0,81.25
3002,1025255,10260,8559,2011/2012,2012-01-14 00:00:00,HOME_WIN,70.2,81.33333333333333,72.5,90.0,73.0,78.0,74.0,79.0
3003,1025257,10261,10172,2011/2012,2012-01-15 00:00:00,HOME_WIN,69.5,75.6,70.0,72.0,76.0,78.0,73.0,77.33333333333333
3004,1025260,10003,9825,2011/2012,2012-01-15 00:00:00,HOME_WIN,75.75,71.0,85.0,74.0,80.0,81.0,80.25,71.66666666666667
3005,1025261,8586,8602,2011/2012,2012-01-14 00:00:00,DRAW,73.75,79.0,72.0,82.0,77.0,81.0,72.5,84.2
3007,1025265,8528,8456,2011/2012,2012-01-16 00:00:00,AWAY_WIN,77.25,72.75,85.0,73.0,83.0,77.0,84.25,71.0
3008,1025274,9825,10260,2011/2012,2012-01-22 00:00:00,AWAY_WIN,79.0,79.75,90.0,85.0,78.0,80.0,82.2,78.5
3009,1025278,8559,8650,2011/2012,2012-01-21 00:00:00,HOME_WIN,80.75,70.2,79.0,72.5,85.0,73.0,80.0,74.0
3010,1025282,8668,8655,2011/2012,2012-01-21 00:00:00,DRAW,74.66666666666667,73.66666666666667,72.0,76.0,78.0,80.0,73.33333333333333,77.0
3011,1025287,9879,10261,2011/2012,2012-01-21 00:00:00,HOME_WIN,76.0,74.75,74.33333333333333,79.5,78.0,73.0,77.33333333333333,77.75
3012,1025293,8456,8586,2011/2012,2012-01-22 00:00:00,HOME_WIN,79.5,78.0,81.0,85.0,81.0,83.0,84.2,84.25
3013,1025298,9850,8455,2011/2012,2012-01-21 00:00:00,DRAW,82.25,70.5,82.0,73.0,84.0,74.0,82.5,70.0
3014,1025300,10172,8528,2011/2012,2012-01-21 00:00:00,HOME_WIN,70.5,71.8,73.0,70.25,77.0,76.0,71.25,77.0
3016,1025308,8472,10003,2011/2012,2012-01-21 00:00:00,HOME_WIN,71.0,75.5,74.25,78.0,81.0,74.0,73.0,76.0
3017,1025314,8602,10252,2011/2012,2012-01-21 00:00:00,AWAY_WIN,76.0,73.75,78.0,72.0,82.0,77.0,74.0,72.5
3018,1025405,8559,9825,2011/2012,2012-02-01 00:00:00,DRAW,81.5,70.2,85.0,72.5,80.0,73.0,79.0,74.0
3019,1025410,10260,10194,2011/2012,2012-01-31 00:00:00,HOME_WIN,75.25,80.5,76.0,83.0,75.0,66.0,76.5,81.6
3020,1025416,8472,9850,2011/2012,2012-02-01 00:00:00,HOME_WIN,70.5,75.0,74.0,72.0,74.0,74.0,71.5,74.83333333333333
3021,1025419,10003,8455,2011/2012,2012-01-31 00:00:00,DRAW,81.75,71.0,82.0,74.25,84.0,81.0,80.25,73.0
3022,1025422,8586,8528,2011/2012,2012-01-31 00:00:00,HOME_WIN,72.0,79.5,71.0,82.0,77.0,81.0,72.33333333333333,83.2
3023,1025424,8602,8650,2011/2012,2012-01-31 00:00:00,AWAY_WIN,79.2,74.0,78.66666666666667,72.0,85.0,77.0,78.5,70.6
3024,1025436,10252,10172,2011/2012,2012-02-01 00:00:00,DRAW,75.25,75.4,71.66666666666667,79.5,76.0,82.0,72.33333333333333,76.33333333333333
3025,1025444,8655,10261,2011/2012,2012-02-01 00:00:00,AWAY_WIN,75.6,74.66666666666667,74.33333333333333,73.0,78.0,78.0,76.0,73.33333333333333
3026,1025448,8668,8456,2011/2012,2012-01-31 00:00:00,HOME_WIN,81.75,76.66666666666667,85.0,74.5,83.0,80.0,84.25,76.2
3028,1025469,9825,8655,2011/2012,2012-02-04 00:00:00,HOME_WIN,74.66666666666667,78.5,73.0,85.0,78.0,80.0,73.33333333333333,79.0
3029,1025473,8455,10260,2011/2012,2012-02-05 00:00:00,DRAW,81.33333333333333,80.25,90.0,82.0,78.0,84.0,78.66666666666667,83.0
3030,1025475,8650,8586,2011/2012,2012-02-06 00:00:00,DRAW,79.5,78.6,82.0,78.66666666666667,81.0,85.0,80.0,83.0
3031,1025479,8456,9879,2011/2012,2012-02-04 00:00:00,HOME_WIN,73.8,77.75,80.0,85.0,80.0,83.0,76.25,83.75
3032,1025483,10261,10252,2011/2012,2012-02-05 00:00:00,HOME_WIN,75.4,74.33333333333333,79.5,77.5,82.0,78.0,76.33333333333333,76.0
3033,1025487,9850,8559,2011/2012,2012-02-04 00:00:00,HOME_WIN,70.2,68.75,72.5,70.66666666666667,73.0,74.0,74.0,71.33333333333333
3034,1025489,10172,8602,2011/2012,2012-02-04 00:00:00,AWAY_WIN,73.75,75.25,72.0,79.5,77.0,76.0,73.75,73.75
3035,1025492,10194,8472,2011/2012,2012-02-04 00:00:00,AWAY_WIN,75.0,75.25,0.0,74.0,74.0,75.0,73.85714285714286,75.0
3036,1025495,8659,10003,2011/2012,2012-02-04 00:00:00,AWAY_WIN,71.0,72.33333333333333,74.25,73.0,81.0,78.0,73.0,72.8
3037,1025499,8528,8668,2011/2012,2012-02-04 00:00:00,DRAW,76.5,72.0,74.5,71.0,80.0,77.0,77.75,71.0
3038,1025514,10252,8456,2011/2012,2012-02-12 00:00:00,AWAY_WIN,80.8,75.75,87.0,79.5,83.0,82.0,83.0,72.5
3039,1025515,8655,10172,2011/2012,2012-02-11 00:00:00,HOME_WIN,73.5,71.25,75.0,72.0,76.0,78.0,74.0,74.0
3040,1025517,8559,8528,2011/2012,2012-02-11 00:00:00,AWAY_WIN,72.4,68.75,71.0,72.5,77.0,73.0,71.0,74.25
3041,1025520,8668,8455,2011/2012,2012-02-11 00:00:00,HOME_WIN,81.75,77.33333333333333,82.0,74.5,84.0,80.0,83.5,77.0
3042,1025524,9879,10194,2011/2012,2012-02-11 00:00:00,HOME_WIN,74.75,75.5,76.0,78.0,75.0,80.0,77.25,78.0
3043,1025531,10260,8650,2011/2012,2012-02-11 00:00:00,HOME_WIN,79.2,81.33333333333333,82.0,90.0,85.0,78.0,81.66666666666667,78.33333333333333
3044,1025538,8472,9825,2011/2012,2012-02-11 00:00:00,AWAY_WIN,81.5,75.0,85.0,72.0,80.0,74.0,79.0,74.83333333333333
3045,1025546,10003,9850,2011/2012,2012-02-11 00:00:00,AWAY_WIN,69.5,71.0,70.66666666666667,74.25,74.0,81.0,69.33333333333333,72.0
3046,1025549,8586,10261,2011/2012,2012-02-11 00:00:00,HOME_WIN,74.4,79.5,81.5,79.5,78.0,81.0,74.0,82.5
3047,1025552,8602,8659,2011/2012,2012-02-12 00:00:00,AWAY_WIN,73.0,74.33333333333333,73.0,73.5,78.0,77.0,72.66666666666667,74.66666666666667
3048,1025556,9825,8586,2011/2012,2012-02-26 00:00:00,HOME_WIN,79.5,80.0,79.5,85.0,81.0,80.0,82.5,80.25
3049,1025562,8455,8559,2011/2012,2012-02-25 00:00:00,HOME_WIN,72.5,81.75,73.0,83.0,73.0,84.0,72.0,83.0
3050,1025567,8650,8668,2011/2012,2012-03-13 00:00:00,HOME_WIN,77.2,77.6,72.0,82.0,80.0,85.0,77.33333333333333,81.66666666666667
3051,1025572,8456,8655,2011/2012,2012-02-25 00:00:00,HOME_WIN,69.6,80.8,72.0,85.0,78.0,83.0,72.25,84.33333333333333
3052,1025576,10261,8602,2011/2012,2012-02-25 00:00:00,DRAW,71.6,76.0,72.5,81.5,77.0,78.0,74.66666666666667,79.0
3053,1025582,9850,10260,2011/2012,2012-02-26 00:00:00,AWAY_WIN,80.5,68.5,83.0,70.66666666666667,78.0,74.0,81.8,70.0
3054,1025587,10172,9879,2011/2012,2012-02-25 00:00:00,AWAY_WIN,75.5,73.8,77.33333333333333,73.0,80.0,76.0,78.0,75.33333333333333
3055,1025592,10194,10003,2011/2012,2012-02-26 00:00:00,HOME_WIN,71.0,73.0,74.25,75.0,72.0,76.0,73.0,76.75
3056,1025595,8659,8472,2011/2012,2012-02-25 00:00:00,HOME_WIN,75.0,71.8,0.0,73.0,74.0,78.0,74.83333333333333,72.66666666666667
3057,1025599,8528,10252,2011/2012,2012-02-25 00:00:00,DRAW,74.75,72.4,78.0,71.0,82.0,77.0,72.66666666666667,71.0
3058,1025621,8655,10252,2011/2012,2012-03-03 00:00:00,DRAW,73.4,71.0,75.0,72.0,82.0,78.0,75.5,73.2
3059,1025630,9879,8602,2011/2012,2012-03-04 00:00:00,HOME_WIN,71.6,76.0,78.0,77.33333333333333,77.0,80.0,74.0,77.0
3060,1025634,8650,9825,2011/2012,2012-03-03 00:00:00,AWAY_WIN,80.0,77.6,85.0,82.0,80.0,85.0,80.25,79.66666666666667
3061,1025637,8456,8559,2011/2012,2012-03-03 00:00:00,HOME_WIN,69.33333333333333,81.0,72.0,83.0,73.0,83.0,73.0,81.6
3062,1025640,10261,8472,2011/2012,2012-03-04 00:00:00,DRAW,74.25,76.16666666666667,78.0,81.5,74.0,78.0,75.4,79.0
3063,1025644,10172,8668,2011/2012,2012-03-03 00:00:00,DRAW,76.5,73.75,74.5,75.0,80.0,76.0,75.75,73.75
3064,1025648,10194,9850,2011/2012,2012-03-03 00:00:00,HOME_WIN,70.25,73.4,72.0,75.0,74.0,76.0,70.25,76.75
3065,1025653,8586,10260,2011/2012,2012-03-04 00:00:00,AWAY_WIN,80.5,79.4,90.0,79.5,78.0,81.0,82.0,79.0
3066,1025658,8659,8455,2011/2012,2012-03-03 00:00:00,HOME_WIN,81.75,71.6,83.0,73.0,84.0,78.0,83.0,73.0
3067,1025665,8528,10003,2011/2012,2012-03-03 00:00:00,AWAY_WIN,71.0,72.4,74.25,70.0,81.0,77.0,73.0,71.0
3068,1025678,9825,10261,2011/2012,2012-03-12 00:00:00,HOME_WIN,76.6,80.0,80.5,85.0,78.0,80.0,76.0,79.0
3069,1025682,10252,9879,2011/2012,2012-03-10 00:00:00,HOME_WIN,74.75,73.4,77.33333333333333,75.0,80.0,82.0,77.0,75.5
3070,1025684,8559,10172,2011/2012,2012-03-10 00:00:00,HOME_WIN,73.8,71.8,79.5,72.0,76.0,73.0,72.33333333333333,73.25
3071,1025689,8455,10194,2011/2012,2012-03-10 00:00:00,HOME_WIN,73.4,82.4,75.66666666666667,82.5,76.0,84.0,71.5,81.33333333333333
3072,1025693,8668,8586,2011/2012,2012-03-10 00:00:00,HOME_WIN,79.4,77.0,81.5,77.0,81.0,80.0,84.66666666666667,76.0
3073,1025699,10260,8659,2011/2012,2012-03-11 00:00:00,HOME_WIN,72.2,80.5,73.0,86.5,78.0,78.0,73.66666666666667,81.0
3074,1025704,9850,8528,2011/2012,2012-03-11 00:00:00,DRAW,72.4,68.5,73.0,70.5,77.0,74.0,71.0,71.0
3075,1025709,8472,8650,2011/2012,2012-03-10 00:00:00,HOME_WIN,76.2,75.0,81.33333333333333,75.0,85.0,74.0,78.5,72.8
3076,1025716,10003,8456,2011/2012,2012-03-11 00:00:00,HOME_WIN,78.6,71.0,83.0,74.0,83.0,81.0,85.0,73.0
3077,1025721,8602,8655,2011/2012,2012-03-10 00:00:00,AWAY_WIN,70.0,69.6,72.0,74.33333333333333,78.0,77.0,74.0,77.0
3078,1025729,10252,8559,2011/2012,2012-04-24 00:00:00,AWAY_WIN,71.75,71.5,72.5,67.0,73.0,82.0,73.25,72.66666666666667
3079,1025735,8655,8472,2011/2012,2012-03-20 00:00:00,HOME_WIN,73.66666666666667,70.0,75.0,72.0,74.0,78.0,73.8,74.0
3080,1025739,8668,9825,2011/2012,2012-03-21 00:00:00,AWAY_WIN,80.0,76.5,85.0,77.0,80.0,80.0,80.25,76.75
3081,1025742,9879,10003,2011/2012,2012-03-17 00:00:00,AWAY_WIN,70.0,74.75,74.0,77.33333333333333,81.0,80.0,73.0,77.33333333333333
3082,1025747,8456,8455,2011/2012,2012-03-21 00:00:00,HOME_WIN,81.4,80.0,84.0,85.0,84.0,83.0,82.5,86.0
3083,1025752,10261,9850,2011/2012,2012-03-18 00:00:00,HOME_WIN,68.5,74.5,73.0,80.66666666666667,74.0,78.0,69.75,77.33333333333333
3084,1025756,10172,8650,2011/2012,2012-03-21 00:00:00,HOME_WIN,77.6,74.6,82.0,79.5,85.0,76.0,82.66666666666667,72.66666666666667
3085,1025759,8586,10194,2011/2012,2012-03-21 00:00:00,DRAW,75.25,79.5,74.0,77.0,76.0,81.0,74.75,83.2
3086,1025762,8528,8659,2011/2012,2012-03-17 00:00:00,DRAW,71.75,72.4,75.0,71.0,78.0,77.0,73.0,70.66666666666667
3087,1025765,8602,10260,2011/2012,2012-03-18 00:00:00,AWAY_WIN,81.33333333333333,69.6,86.5,74.33333333333333,78.0,77.0,77.6,73.5
3088,1024328,10252,8602,2011/2012,2011-08-27 00:00:00,DRAW,72.4,73.25,77.0,78.5,75.0,82.0,75.33333333333333,74.75
3089,1024332,8655,8668,2011/2012,2011-08-27 00:00:00,AWAY_WIN,78.25,74.5,73.0,71.0,81.0,79.0,76.4,76.0
3090,1024337,8455,9850,2011/2012,2011-08-27 00:00:00,HOME_WIN,68.4,83.0,69.5,86.0,69.0,74.0,71.0,83.33333333333333
3091,1024342,8650,8559,2011/2012,2011-08-27 00:00:00,HOME_WIN,72.2,79.2,72.5,82.0,78.0,84.0,76.66666666666667,79.66666666666667
3092,1024348,10260,9825,2011/2012,2011-08-28 00:00:00,HOME_WIN,72.25,78.25,84.0,90.0,79.0,80.0,78.0,79.2
3093,1024350,10261,9879,2011/2012,2011-08-28 00:00:00,HOME_WIN,76.0,76.2,80.0,72.0,81.0,74.0,72.83333333333333,75.25
3094,1024355,10003,8472,2011/2012,2011-08-27 00:00:00,DRAW,74.2,69.5,81.0,73.66666666666667,74.0,78.0,75.5,69.33333333333333
3095,1024358,8586,8456,2011/2012,2011-08-28 00:00:00,AWAY_WIN,80.0,77.5,85.0,0.0,83.0,81.0,84.75,83.5
3096,1024363,8659,10194,2011/2012,2011-08-28 00:00:00,AWAY_WIN,77.0,74.25,77.0,75.0,76.0,78.0,76.5,72.4
3097,1024367,8528,10172,2011/2012,2011-08-27 00:00:00,HOME_WIN,66.75,73.33333333333333,67.0,72.33333333333333,73.0,76.0,72.25,70.5
3098,1025771,9825,10252,2011/2012,2012-03-24 00:00:00,HOME_WIN,73.4,79.0,75.0,84.0,82.0,80.0,73.25,80.66666666666667
3099,1025780,8559,8655,2011/2012,2012-03-24 00:00:00,HOME_WIN,70.0,71.8,72.0,72.0,78.0,73.0,74.0,73.25
3100,1025783,8455,8586,2011/2012,2012-03-24 00:00:00,DRAW,78.6,82.0,82.0,83.0,81.0,84.0,85.0,83.0
3101,1025786,8650,8528,2011/2012,2012-03-24 00:00:00,AWAY_WIN,72.4,76.0,71.0,82.0,77.0,85.0,70.66666666666667,81.66666666666667
3102,1025790,10260,9879,2011/2012,2012-03-26 00:00:00,HOME_WIN,75.5,81.33333333333333,78.0,90.0,80.0,78.0,74.25,78.66666666666667
3103,1025794,9850,8602,2011/2012,2012-03-24 00:00:00,HOME_WIN,73.75,69.66666666666667,74.33333333333333,70.5,77.0,74.0,70.66666666666667,70.0
3104,1025796,10194,8456,2011/2012,2012-03-24 00:00:00,DRAW,79.75,75.25,83.0,74.0,83.0,76.0,85.0,76.75
3105,1025802,8472,10172,2011/2012,2012-03-24 00:00:00,HOME_WIN,73.25,75.33333333333333,75.33333333333333,78.0,76.0,74.0,73.0,74.0
3106,1025805,10003,8668,2011/2012,2012-03-24 00:00:00,AWAY_WIN,77.5,71.0,77.0,74.0,80.0,81.0,75.5,73.0
3107,1025810,8659,10261,2011/2012,2012-03-25 00:00:00,AWAY_WIN,74.5,71.2,80.66666666666667,73.0,78.0,78.0,77.33333333333333,73.0
3108,1025815,10252,8455,2011/2012,2012-03-31 00:00:00,AWAY_WIN,82.6,70.8,81.0,71.0,84.0,82.0,85.0,72.66666666666667
3109,1025820,8655,10260,2011/2012,2012-04-02 00:00:00,AWAY_WIN,80.5,69.4,86.5,72.0,78.0,78.0,77.25,75.0
3110,1025824,8668,8659,2011/2012,2012-03-31 00:00:00,HOME_WIN,71.83333333333333,77.5,76.5,77.0,78.0,80.0,72.0,76.75
3111,1025829,9879,9850,2011/2012,2012-03-31 00:00:00,HOME_WIN,69.6,75.5,75.0,78.0,74.0,80.0,71.25,78.0
3112,1025832,8456,8472,2011/2012,2012-03-31 00:00:00,DRAW,72.25,81.4,78.0,83.0,74.0,83.0,74.6,85.0
3113,1025836,10261,8650,2011/2012,2012-04-01 00:00:00,HOME_WIN,76.0,74.0,81.33333333333333,80.66666666666667,85.0,78.0,78.5,77.33333333333333
