,match_api_id,num_top_players_home,num_top_players_away,num_bottom_players_home,num_bottom_players_away
853,1032845,0,0,0,0
854,1032846,0,0,0,0
855,1032847,0,0,0,0
856,1032848,0,0,0,0
857,1032849,0,0,0,0
858,1032850,0,0,0,0
860,1032852,0,0,0,0
861,1032853,0,0,0,0
862,1032854,0,0,0,0
863,1032855,0,0,0,0
864,1032856,0,0,0,0
865,1032857,0,0,0,0
866,1032858,0,0,0,1
867,1032859,0,0,0,0
868,1032860,0,0,0,0
869,1032861,0,0,0,0
870,1032862,0,0,0,0
871,1032863,0,0,0,0
872,1032864,0,0,1,0
873,1032865,0,0,0,0
874,1032866,0,0,0,0
875,1032867,0,0,0,0
876,1032868,0,0,0,1
877,1032869,0,0,0,0
878,1032870,0,0,0,0
879,1032871,0,0,0,0
880,1032872,0,0,0,0
881,1032873,0,0,0,0
882,1032874,0,0,0,0
883,1032875,0,0,0,0
884,1032876,0,0,0,0
885,1032877,0,0,0,0
886,1032878,0,0,0,0
887,1032879,0,0,0,0
888,1032881,0,0,0,0
889,1032882,0,0,0,0
890,1032883,0,0,0,0
891,1032884,0,0,0,0
892,1032885,0,0,0,0
893,1032886,0,0,0,0
894,1032887,0,0,0,0
896,1032889,0,0,0,0
897,1032890,0,0,0,0
898,1032891,0,0,0,0
899,1032892,0,0,0,0
900,1032893,0,0,0,0
901,1032894,0,0,0,0
902,1032895,0,0,0,0
903,1032896,0,0,0,0
904,1032897,0,0,0,0
905,1032898,0,0,0,0
907,1032900,0,0,0,0
908,1032901,0,0,0,0
909,1032902,0,0,0,0
910,1032903,0,0,0,0
911,1032904,0,0,0,0
912,1032905,0,0,0,0
913,1032906,0,0,0,0
914,1032907,0,0,0,0
915,1032908,0,0,0,0
916,1032909,0,0,0,0
917,1032910,0,0,0,0
918,1032911,0,0,0,0
919,1032912,0,0,0,0
921,1032914,0,0,0,0
922,1032915,0,0,0,0
923,1032916,0,0,0,0
924,1032917,0,0,0,1
925,1032918,0,0,0,0
926,1032919,0,0,0,0
927,1032920,0,0,0,0
928,1032921,0,0,0,0
929,1032922,0,0,0,0
930,1032923,0,0,0,0
931,1032924,0,0,0,0
932,1032708,0,0,0,0
934,1032710,0,0,0,0
935,1032711,0,0,0,0
936,1032712,0,0,0,0
937,1032713,0,0,0,0
938,1032714,0,0,0,0
939,1032715,0,0,0,0
940,1032925,0,0,0,0
941,1032926,0,0,0,0
942,1032927,0,0,0,0
944,1032929,0,0,0,0
945,1032930,0,0,0,0
946,1032931,0,0,0,0
947,1032932,0,0,0,0
948,1032716,0,0,0,0
949,1032717,0,0,0,0
950,1032718,0,0,0,0
951,1032719,0,0,0,0
952,1032720,0,0,0,0
954,1032722,0,0,0,0
955,1032723,0,0,0,0
956,1032724,0,0,0,0
957,1032725,0,0,0,0
958,1032726,0,0,0,0
959,1032727,0,0,0,0
960,1032728,0,0,0,0
961,1032729,0,0,0,0
963,1032731,0,0,0,0
964,1032732,0,0,0,0
965,1032733,0,0,0,0
966,1032734,0,0,0,0
967,1032735,0,0,0,0
968,1032736,0,0,0,0
969,1032737,0,0,0,0
970,1032738,0,0,0,0
971,1032739,0,0,0,0
972,1032740,0,0,0,0
973,1032741,0,0,0,0
974,1032742,0,0,0,0
975,1032743,0,0,0,0
976,1032744,0,0,0,0
977,1032745,0,0,0,0
978,1032746,0,0,0,0
979,1032747,0,0,0,0
980,1032748,0,0,0,0
981,1032749,0,0,0,0
982,1032750,0,0,0,0
983,1032751,0,0,0,0
984,1032752,0,0,0,0
985,1032753,0,0,0,0
986,1032754,0,0,0,0
987,1032755,0,0,0,0
988,1032756,0,0,0,0
989,1032757,0,0,0,0
990,1032758,0,0,0,0
991,1032759,0,0,0,0
992,1032760,0,0,0,0
993,1032761,0,0,0,0
995,1032763,0,0,0,0
996,1223976,0,0,0,0
997,1223977,0,0,0,0
998,1223980,0,0,0,0
999,1223981,0,0,0,0
1000,1223982,0,0,0,0
1001,1223983,0,0,0,0
1002,1223984,0,0,0,0
1003,1223985,0,0,0,0
1004,1224055,0,0,0,0
1005,1224056,0,0,0,0
1006,1224057,0,0,0,0
1007,1224058,0,0,0,0
1008,1224059,0,0,0,0
1009,1224060,0,0,0,0
1010,1224061,0,0,0,0
1011,1224062,0,0,0,0
1012,1224063,0,0,0,0
1013,1224064,0,0,0,0
1014,1224065,0,0,0,0
1015,1224066,0,0,0,0
1016,1224067,0,0,0,0
1017,1224068,0,0,0,0
1018,1224069,0,0,0,0
1019,1224070,0,0,0,0
1020,1224071,0,0,0,0
1021,1224072,0,0,0,0
1022,1224073,0,0,0,0
1023,1224074,0,0,0,0
1024,1224075,0,0,0,0
1025,1224076,0,0,0,0
1026,1224077,0,0,0,0
1027,1224078,0,0,0,0
1028,1224079,0,0,0,0
1029,1224080,0,0,0,0
1030,1224081,0,0,0,0
1031,1224082,0,0,0,0
1032,1224083,0,0,0,0
1033,1224084,0,0,0,0
1034,1224085,0,0,0,0
1035,1224086,0,0,0,0
1036,1224087,0,0,0,0
1037,1224088,0,0,0,0
1038,1224089,0,0,0,0
1039,1224090,0,0,0,0
1040,1224091,0,0,0,0
1041,1224092,0,0,0,0
1042,1224093,0,0,0,0
1043,1224094,0,0,0,0
1044,1224095,0,0,0,0
1045,1224096,0,0,0,0
1046,1224097,0,0,0,0
1047,1224098,0,0,0,0
1048,1224099,0,0,0,0
1049,1224100,0,0,0,0
1050,1224101,0,0,0,0
1051,1224102,0,0,0,0
1052,1224103,0,0,0,0
1053,1224104,0,0,0,0
1054,1224105,0,0,0,0
1055,1224106,0,0,0,0
1056,1224107,0,0,0,0
1057,1224108,0,0,0,0
1058,1224109,0,0,0,0
1059,1224110,0,0,0,0
1060,1224111,0,0,0,0
1061,1224112,0,0,0,0
1062,1224113,0,0,0,0
1063,1224114,0,0,0,0
1064,1224115,0,0,0,0
1065,1224116,0,0,0,0
1066,1224117,0,0,0,0
1067,1224118,0,0,0,0
1068,1224119,0,0,0,0
1069,1224120,0,0,0,0
1070,1224121,0,0,0,0
1071,1224122,0,0,0,0
1072,1224123,0,0,0,0
1073,1224124,0,0,0,0
1074,1224125,0,0,0,0
1075,1224126,0,0,0,0
1076,1224127,0,0,0,0
1077,1224128,0,0,0,0
1078,1224129,0,0,0,0
1079,1224130,0,0,0,0
1080,1224131,0,0,0,0
1081,1224132,0,0,0,0
1082,1224133,0,0,0,0
1083,1224134,0,0,0,0
1084,1223991,0,0,0,0
1085,1223992,0,0,0,0
1086,1223993,0,0,0,0
1087,1223994,0,0,0,0
1088,1223995,0,0,0,0
1089,1223996,0,0,0,0
1090,1223997,0,0,0,0
1091,1223998,0,0,0,0
1092,1224135,0,0,0,0
1094,1224137,0,0,0,0
1095,1224138,0,0,0,0
1096,1224139,0,0,0,0
1097,1224140,0,0,0,0
1098,1224141,0,0,0,0
1099,1224142,0,0,0,0
1100,1224143,0,0,0,0
1101,1224144,0,0,0,0
1102,1224145,0,0,0,0
1103,1224146,0,0,0,0
1104,1224147,0,0,0,0
1105,1224148,0,0,0,0
1106,1224149,0,0,0,0
1107,1224150,0,0,0,0
1108,1224151,0,0,0,0
1109,1224152,0,0,0,0
1110,1224153,0,0,0,0
1111,1224154,0,0,0,0
1113,1224156,0,0,0,0
1114,1224157,0,0,0,0
1115,1224158,0,0,0,0
1116,1224159,0,0,0,0
1117,1224160,0,0,0,0
1118,1224161,0,0,0,0
1119,1224162,0,0,0,0
1120,1224163,0,0,0,0
1122,1224165,0,0,0,0
1123,1224166,0,0,0,0
1124,1224167,0,0,0,0
1125,1224168,0,0,0,0
1126,1224169,0,0,0,0
1127,1224170,0,0,0,0
1128,1224171,0,0,0,0
1130,1224173,0,0,0,0
1131,1224174,0,0,0,0
1132,1224175,0,0,0,0
1133,1224176,0,0,0,0
1134,1224177,0,0,0,0
1135,1224178,0,0,0,0
1136,1224179,0,0,0,0
1138,1224181,0,0,0,0
1139,1224182,0,0,0,0
1140,1224183,0,0,0,0
1141,1224184,0,0,0,0
1142,1224185,0,0,0,0
1143,1224186,0,0,0,0
1145,1224188,0,0,0,0
1146,1224189,0,0,0,0
1147,1224190,0,0,0,0
1148,1224191,0,0,0,0
1149,1224192,0,0,0,0
1150,1224193,0,0,0,0
1151,1224194,0,0,0,0
1153,1224196,0,0,0,0
1154,1224197,0,0,0,0
1155,1224198,0,0,0,0
1156,1224199,0,0,0,0
1157,1224200,0,0,0,0
1158,1224201,0,0,0,0
1160,1224203,0,0,0,0
1161,1224204,0,0,0,0
1162,1224205,0,0,0,0
1164,1224207,0,0,0,0
1165,1224208,0,0,0,0
1166,1224209,0,0,0,0
1167,1224210,0,0,0,0
1170,1224213,0,0,0,0
1171,1224214,0,0,0,0
1172,1223999,0,0,0,0
1173,1224000,0,0,0,0
1174,1224001,0,0,0,0
1175,1224002,0,0,0,0
1176,1224003,0,0,0,0
1177,1224004,0,0,0,0
1178,1224005,0,0,0,0
1179,1224006,0,0,0,0
1181,1224216,0,0,0,0
1182,1224217,0,0,0,0
1183,1224218,0,0,0,0
1184,1224219,0,0,0,0
1187,1224222,0,0,0,0
1188,1224007,0,0,0,0
1189,1224008,0,0,0,0
1190,1224009,0,0,0,0
1191,1224010,0,0,0,0
1192,1224011,0,0,0,0
1193,1224012,0,0,0,0
1194,1224013,0,0,0,0
1195,1224014,0,0,0,0
1196,1224015,0,0,0,0
1197,1224016,0,0,0,0
1198,1224017,0,0,0,0
1199,1224018,0,0,0,0
1200,1224019,0,0,0,0
1201,1224020,0,0,0,0
1202,1224021,0,0,0,0
1203,1224022,0,0,0,0
1204,1224023,0,0,0,0
1205,1224024,0,0,0,0
1206,1224025,0,0,0,0
1207,1224026,0,0,0,0
1208,1224027,0,0,0,0
1209,1224028,0,0,0,0
1210,1224029,0,0,0,0
1212,1224031,0,0,0,0
1213,1224032,0,0,0,0
1214,1224033,0,0,0,0
1215,1224034,0,0,0,0
1216,1224035,0,0,0,0
1217,1224036,0,0,0,0
1218,1224037,0,0,0,0
1219,1224038,0,0,0,0
1220,1224039,0,0,0,0
1221,1224040,0,0,0,0
1222,1224041,0,0,0,0
1223,1224042,0,0,0,0
1224,1224043,0,0,0,0
1225,1224044,0,0,0,0
1226,1224045,0,0,0,0
1227,1224046,0,0,0,0
1228,1224047,0,0,0,0
1229,1224048,0,0,0,0
1230,1224049,0,0,0,0
1231,1224050,0,0,0,0
1232,1224051,0,0,0,0
1233,1224052,0,0,0,0
1234,1224053,0,0,0,0
1235,1224054,0,0,0,0
1236,1677179,0,0,0,0
1237,1677180,0,0,0,0
1238,1677181,0,0,0,0
1239,1677182,0,0,0,0
1240,1677183,0,0,0,0
1241,1677184,0,0,0,0
1242,1677185,0,0,0,0
1243,1677186,0,0,0,0
1245,1677188,0,0,0,0
1246,1677189,0,0,0,0
1247,1677190,0,0,0,0
1248,1717817,0,0,0,0
1249,1717818,0,0,0,0
1250,1717819,0,0,0,0
1251,1717820,0,0,0,0
1253,1717822,0,0,0,0
1254,1717823,0,0,0,0
1255,1717824,0,0,0,0
1256,1717889,0,0,0,0
1257,1717890,0,0,0,0
1258,1717891,0,0,0,0
1259,1717892,0,0,0,0
1260,1717893,0,0,0,0
1261,1717894,0,0,0,0
1262,1717895,0,0,0,0
1263,1717896,0,0,0,0
1264,1717897,0,0,0,0
1265,1717898,0,0,0,0
1266,1717899,0,0,0,0
1267,1717900,0,0,0,0
1268,1717901,0,0,0,0
1269,1717902,0,0,0,0
1270,1717903,0,0,0,0
1271,1717904,0,0,0,0
1272,1717905,0,0,0,0
1273,1717906,0,0,0,0
1274,1717907,0,0,0,0
1275,1717908,0,0,0,0
1276,1717909,0,0,0,0
1277,1717910,0,0,0,0
1278,1717911,0,0,0,0
1279,1717912,0,0,0,0
1280,1717913,0,0,0,0
1281,1717914,0,0,0,0
1282,1717915,0,0,0,0
1283,1717916,0,0,0,0
1285,1717918,0,0,0,0
1286,1717919,0,0,0,0
1287,1717920,0,0,0,0
1289,1717922,0,0,0,0
1290,1717923,0,0,0,0
1291,1717924,0,0,0,0
1292,1717925,0,0,0,0
1293,1717926,0,0,0,0
1294,1717927,0,0,0,0
1295,1717928,0,0,0,0
1296,1717929,0,0,0,0
1297,1717930,0,0,0,0
1298,1717931,0,0,0,0
1299,1717932,0,0,0,0
1300,1717933,0,0,0,0
1302,1717935,0,0,0,0
1303,1717936,0,0,0,0
1306,1717939,0,0,0,0
1307,1717940,0,0,0,0
1308,1717941,0,0,0,0
1309,1717942,0,0,0,0
1310,1717943,0,0,0,0
1311,1717944,0,0,0,0
1312,1717945,0,0,0,0
1313,1717946,0,0,0,0
1314,1717947,0,0,0,0
1315,1717948,0,0,0,0
1317,1717950,0,0,0,0
1319,1717952,0,0,0,0
1320,1717953,0,0,0,0
1321,1717954,0,0,0,0
1322,1717955,0,0,0,0
1323,1717956,0,0,0,0
1324,1717957,0,0,0,0
1325,1717958,0,0,0,0
1326,1717959,0,0,0,0
1327,1717960,0,0,0,0
1328,1717961,0,0,0,0
1329,1717962,0,0,0,0
1330,1717963,0,0,0,0
1331,1717964,0,0,0,0
1332,1717965,0,0,0,0
1333,1717966,0,0,0,0
1334,1717967,0,0,0,0
1335,1717968,0,0,0,0
1336,1717825,0,0,0,0
1337,1717826,0,0,0,0
1338,1717827,0,0,0,0
1339,1717828,0,0,0,0
1340,1717829,0,0,0,0
1341,1717830,0,0,0,0
1343,1717832,0,0,0,0
1344,1717969,0,0,0,0
1345,1717970,0,0,0,0
1346,1717971,0,0,0,0
1347,1717972,0,0,0,0
1350,1717975,0,0,0,0
1351,1717976,0,0,0,0
1352,1717977,0,0,0,0
1353,1717978,0,0,0,0
1354,1717979,0,0,0,0
1355,1717980,0,0,0,0
1356,1717981,0,0,0,0
1357,1717982,0,0,0,0
1358,1717983,0,0,0,0
1359,1717984,0,0,0,0
1360,1717985,0,0,0,0
1361,1717986,0,0,0,0
1362,1717987,0,0,0,0
1363,1717988,0,0,0,1
1364,1717989,0,0,0,0
1365,1717990,0,0,0,0
1366,1717991,0,0,0,0
1367,1717992,0,0,0,0
1368,1717993,0,0,0,0
1369,1717994,0,0,0,0
1370,1717995,0,0,0,0
1371,1717996,0,0,0,0
1372,1717997,0,0,0,0
1373,1717998,0,0,0,0
1375,1718000,0,0,0,0
1376,1718001,0,0,0,0
1377,1718002,0,0,0,0
1378,1718003,0,0,0,0
1380,1718005,0,0,0,0
1381,1718006,0,0,0,0
1382,1718007,0,0,0,0
1383,1718008,0,0,0,0
1385,1718010,0,0,0,0
1386,1718011,0,0,0,0
1387,1718012,0,0,0,0
1388,1718013,0,0,0,0
1389,1718014,0,0,0,0
1390,1718015,0,0,0,0
1391,1718016,0,0,0,0
1392,1718017,0,0,0,0
1393,1718018,0,0,0,0
1394,1718019,0,0,0,0
1395,1718020,0,0,0,0
1396,1718021,0,0,0,0
1398,1718023,0,0,0,0
1399,1718024,0,0,0,0
1400,1718025,0,0,0,0
1401,1718026,0,0,0,0
1402,1718027,0,0,0,0
1403,1718028,0,0,0,0
1404,1718029,0,0,0,0
1405,1718030,0,0,0,0
1407,1718032,0,0,0,0
1409,1718034,0,0,0,0
1410,1718035,0,0,0,1
1411,1718036,0,0,0,0
1412,1718037,0,0,0,0
1414,1718039,0,0,0,0
1415,1718040,0,0,0,0
1416,1718041,0,0,0,0
1417,1718042,0,0,0,0
1418,1718043,0,0,0,0
1419,1718044,0,0,0,0
1420,1718045,0,0,0,0
1421,1718046,0,0,0,0
1422,1718047,0,0,0,1
1423,1718048,0,0,0,0
1424,1717833,0,0,0,0
1425,1717834,0,0,0,0
1426,1717835,0,0,0,0
1427,1717836,0,0,0,0
1428,1717837,0,0,0,0
1429,1717838,0,0,0,0
1430,1717839,0,0,0,0
1431,1717840,0,0,0,0
1432,1718049,0,0,0,0
1433,1718050,0,0,0,0
1434,1718051,0,0,0,0
1435,1718052,0,0,0,0
1436,1718053,0,0,0,0
1437,1718054,0,0,0,0
1438,1718055,0,0,0,0
1439,1718056,0,0,0,0
1440,1717841,0,0,0,0
1441,1717842,0,0,0,0
1442,1717843,0,0,0,0
1443,1717844,0,0,0,0
1444,1717845,0,0,0,0
1445,1717846,0,0,0,0
1446,1717847,0,0,0,0
1447,1717848,0,0,0,0
1448,1717849,0,0,0,0
1449,1717850,0,0,0,0
1450,1717851,0,0,0,0
1451,1717852,0,0,0,0
1452,1717853,0,0,0,0
1453,1717854,0,0,0,0
1454,1717855,0,0,0,0
1455,1717856,0,0,0,0
1456,1717857,0,0,0,0
1457,1717858,0,0,0,0
1458,1717859,0,0,0,0
1459,1717860,0,0,0,0
1462,1717863,0,0,0,0
1463,1717864,0,0,0,0
1464,1717865,0,0,0,0
1465,1717866,0,0,0,0
1467,1717868,0,0,0,0
1468,1717869,0,0,0,0
1469,1717870,0,0,0,0
1470,1717871,0,0,0,0
1471,1717872,0,0,0,0
1472,1717873,0,0,0,0
1473,1717874,0,0,0,0
1474,1717875,0,0,0,0
1475,1717876,0,0,0,0
